yaw,pitch,roll
0.058988611,0.612570296,-0.859079913
-0.141220709,0.603749169,-0.786575995
-0.329607589,0.618940821,-0.726055182
-0.520839762,0.640997591,-0.690650902
-0.707978776,0.633915657,-0.656878668
-0.779399678,0.627104621,-0.57884008
-0.704633522,0.658469852,-0.463974612
-0.549410451,0.784454359,-0.393813358
-0.239856802,0.907696357,-0.33144813
0.207841444,0.998227346,-0.279316366
0.679462012,1.026959737,-0.281260771
1.084801742,1.015014345,-0.359523347
1.447173701,1.044783685,-0.490575409
1.772327548,1.053358529,-0.644345617
2.018097149,0.951352737,-0.801160394
2.116840608,0.827168971,-0.930195699
2.053731872,0.733852864,-1.06776723
1.959072745,0.704862378,-1.154692697
1.926785094,0.713430698,-1.169499363
1.816437641,0.658990262,-1.166172483
1.595123738,0.582322067,-1.158129006
1.370202617,0.533365538,-1.099145408
1.130548862,0.485832552,-1.053185378
0.866685087,0.461228495,-1.000792834
0.480466749,0.437627545,-0.921702721
-0.048970626,0.437283296,-0.833267462
-0.537804403,0.499089534,-0.731170787
-0.896474925,0.623426501,-0.554817598
-1.068328865,0.756786736,-0.37217949
-1.056285401,0.867423041,-0.257390651
-0.880535111,0.950188579,-0.220573057
-0.584686473,0.983969377,-0.258782067
-0.273878408,1.006250697,-0.308995162
0.017893562,1.008610423,-0.31910845
0.255978945,1.009836809,-0.414676157
0.338892309,0.988692073,-0.54342557
0.335956721,0.965876228,-0.62729496
0.318005649,0.941241818,-0.599654978
0.331123034,0.93884555,-0.536703057
0.454032291,0.962794066,-0.517168096
0.544643548,0.993538267,-0.568214155
0.634829934,0.942057257,-0.554421973
0.840498757,0.884580051,-0.493819814
1.048086054,0.855688597,-0.446041511
1.173673667,0.836143366,-0.439281658
1.144114435,0.820719202,-0.486596471
1.010400737,0.782597779,-0.479583396
0.891456244,0.744251899,-0.467395011
0.774321592,0.753791402,-0.480298584
0.620822962,0.747679713,-0.536282625
0.437553712,0.754228031,-0.593286235
0.252699982,0.779071811,-0.643852834
0.173223365,0.79593176,-0.610739232
0.142346861,0.843059909,-0.599307706
0.165808185,0.868927719,-0.591983829
0.165231502,0.833337856,-0.619488695
0.117108082,0.831816772,-0.620460978
0.038118788,0.791254554,-0.607622334
-0.042431631,0.755867761,-0.611140411
-0.192071639,0.731528661,-0.625625189
-0.341497706,0.682603076,-0.628833347
-0.490271666,0.662626922,-0.614188384
-0.549915983,0.6914257,-0.586156943
-0.513727535,0.693148558,-0.607640969
-0.465484253,0.665278184,-0.646947402
-0.453474536,0.62687168,-0.639116274
-0.443473375,0.588216831,-0.655722848
-0.430897188,0.583829549,-0.642702764
-0.348820995,0.597254932,-0.60073159
-0.241207935,0.614778176,-0.55156611
-0.116738823,0.654405981,-0.453658568
0.126150898,0.746347898,-0.398050195
0.417181544,0.818582521,-0.429573568
0.656639794,0.864225171,-0.448368166
0.867200294,0.86656295,-0.46148328
1.034138009,0.833969756,-0.49497617
1.134344122,0.80906103,-0.527452136
1.160777899,0.794697633,-0.579606925
1.109464229,0.787965147,-0.593867578
1.074989149,0.781412604,-0.575328161
1.068768362,0.767245847,-0.584453201
1.055421284,0.762084068,-0.629974619
1.031997349,0.813352977,-0.640591494
1.095126881,0.900328827,-0.619740909
1.224898765,0.916613102,-0.600135639
1.312524975,0.869144142,-0.596861157
1.357023318,0.881385495,-0.610359585
1.467197744,0.961151089,-0.592023054
1.644655765,0.992947976,-0.534072957
1.772276729,1.012282096,-0.474097767
1.768040635,0.99044714,-0.480639366
1.676907547,1.072297971,-0.505031696
1.627232357,1.196273969,-0.515818416
1.653627482,1.263133186,-0.52483664
1.708525184,1.291539657,-0.588635803
1.883299601,1.365069258,-0.736226502
2.186008989,1.355795902,-0.925606331
2.728200361,1.351962815,-1.036688914
3.574352867,1.227907844,-1.10070797
4.622151319,1.038611916,-1.219270875
5.809441104,0.824861975,-1.368865205
7.131123497,0.580077247,-1.52278294
8.524999613,0.27393972,-1.631111612
10.18747411,0.020525307,-1.691136623
11.94176532,-0.216387991,-1.81852033
13.76889435,-0.429024673,-1.936154796
15.71570954,-0.678445352,-2.040730851
17.76064638,-1.021972411,-2.100609781
19.9122051,-1.410135509,-2.194987289
22.02979124,-1.762688661,-2.340473552
24.03888914,-2.116847311,-2.421718894
25.98595567,-2.526420074,-2.431447232
27.77054858,-2.850854374,-2.450212398
29.45928144,-3.057047012,-2.425422443
31.03430923,-3.116863067,-2.435784038
32.51412559,-3.030193498,-2.307985507
33.89584335,-2.817537468,-2.110470923
35.12298169,-2.547095377,-1.976487842
36.20594838,-2.19493086,-1.864632223
37.15843843,-1.76102681,-1.729593181
38.03617936,-1.286808356,-1.484001416
38.89936162,-0.803863124,-1.088976608
39.68842502,-0.298941932,-0.714409123
40.51050997,0.185369127,-0.34921558
41.32347868,0.589563394,-0.042471001
42.0269034,0.934864436,0.190980798
42.62396951,1.25676319,0.352357212
43.09189076,1.596338377,0.440404722
43.5035375,1.867153506,0.479851472
43.86254621,2.116724887,0.45641433
44.12304792,2.311357391,0.360042729
44.28606104,2.430329054,0.267339387
44.45755282,2.475653839,0.204498739
44.66846382,2.364515712,0.086954427
44.87973872,2.186211432,-0.088531534
45.00753366,2.108904282,-0.306087061
45.07821148,2.011495597,-0.539419689
45.03819378,1.889713683,-0.781480319
44.83275854,1.777179474,-1.061354781
44.50166825,1.682237779,-1.374159293
43.95969156,1.647677076,-1.702525312
43.20015587,1.646146611,-1.933184708
42.19491129,1.623251661,-2.072136392
40.96411511,1.553474404,-2.132905553
39.59436815,1.415510063,-2.129390641
38.07224102,1.39808365,-2.091028191
36.40212928,1.51366109,-1.918168109
34.65030364,1.599206824,-1.596727674
32.79616029,1.56872434,-1.3545385
30.95962718,1.487302367,-1.287877128
29.04607806,1.455601453,-1.397652288
27.07095879,1.575012176,-1.594973247
25.18215889,1.706157898,-1.796277906
23.29209878,1.773040352,-2.156955955
21.46220572,1.944179066,-2.529424664
19.63922106,2.273249969,-2.835393308
17.79285476,2.675504532,-2.988308319
16.01219344,3.026506463,-2.981076408
14.21996597,3.217745095,-2.9301111
12.40770347,3.268525022,-2.809196155
10.62921703,3.261445479,-2.600617491
8.86068846,3.138027494,-2.362309675
7.216494747,2.866586901,-2.13117182
5.615061483,2.455214995,-2.023194341
4.074970132,1.955197307,-1.954405405
2.778768772,1.494004884,-1.769018799
1.730708398,1.114579464,-1.536408848
0.933871951,0.760657583,-1.278092332
0.257875508,0.404207369,-1.15123005
-0.356696973,0.109351241,-1.110634444
-0.849760142,-0.17104076,-1.032500769
-1.132457383,-0.432066607,-0.982347044
-1.414690686,-0.661224688,-1.029833712
-1.680783108,-0.834894208,-1.109214571
-1.871084326,-0.898609349,-1.201305036
-1.909592695,-0.892516129,-1.249212847
-1.868372108,-0.921267592,-1.192780665
-1.759155772,-0.876470363,-1.138671315
-1.660196185,-0.771933102,-1.145428965
-1.465437106,-0.765020567,-1.12551364
-1.215581143,-0.849380601,-1.147123951
-1.015901236,-0.993504755,-1.214466817
-0.867662692,-1.162046864,-1.260292022
-0.735615216,-1.33897526,-1.432882148
-0.643806786,-1.578526082,-1.651149053
-0.648705538,-1.833295919,-1.825953937
-0.791967391,-1.991612542,-2.02876339
-1.093415431,-2.071204324,-2.260776143
-1.494493542,-2.096538793,-2.474413981
-1.976789328,-2.067445198,-2.698126722
-2.496375951,-1.949374517,-2.829527718
-3.046224115,-1.769933371,-2.87708381
-3.613116868,-1.565315579,-2.855115671
-4.190669143,-1.359075021,-2.77931433
-4.779979092,-1.186630381,-2.651015211
-5.384702393,-1.060077068,-2.487148001
-6.002090773,-0.957553898,-2.31117157
-6.607400013,-0.833819619,-2.127496418
-7.203291605,-0.691191391,-1.964969985
-7.740733505,-0.538201423,-1.772181293
-8.224573605,-0.408630611,-1.63465727
-8.688010432,-0.304637724,-1.588865055
-9.115265265,-0.194792751,-1.602672832
-9.498302814,-0.095736182,-1.619855106
-9.819828425,-0.068495569,-1.672656652
-10.12789085,-0.131003057,-1.777437556
-10.49545802,-0.210795509,-1.940044677
-10.88724183,-0.208230987,-2.02401846
-11.27906459,-0.149426985,-2.001125036
-11.67101155,-0.133536212,-1.969715079
-12.00519804,-0.161648997,-1.897141987
-12.3451648,-0.190127313,-1.821347518
-12.62507001,-0.214770276,-1.683374006
-12.88950636,-0.249682967,-1.528740566
-13.15722231,-0.304469016,-1.427369518
-13.42990426,-0.387322036,-1.369325346
-13.72361517,-0.410363021,-1.287610964
-14.02112047,-0.367313254,-1.217070046
-14.2269687,-0.26625437,-1.113115417
-14.33905799,-0.113348923,-1.020303955
-14.28863794,0.031982896,-0.928466124
-14.08538989,0.130451937,-0.847799534
-13.72954415,0.226529368,-0.795571837
-13.29653833,0.298673913,-0.739733473
-12.92286521,0.311717597,-0.700817058
-12.66111503,0.295121975,-0.698067883
