w,x,y,z
0.799064815,-0.362235188,-0.457467675,-0.14,1511592032451.65
0.834035933,-0.273087591,-0.468284845,-0.1,1511592032503.75
0.85470736,-0.20221597,-0.473069012,-0.07,1511592032534.89
0.875493109,0.054662973,-0.478188097,0.04,1511592032586.00
0.837244987,0.268267155,-0.455853164,0.14,1511592032634.79
0.776406407,0.417426199,-0.416836828,0.22,1511592032685.88
0.721501291,0.509737372,-0.375979334,0.28,1511592032737.08
0.701288402,0.536608577,-0.36279282,0.3,1511592032787.19
0.716339231,0.513151586,-0.374852389,0.29,1511592032840.47
0.761667311,0.441494435,-0.40578711,0.25,1511592032885.46
0.836366415,0.267829955,-0.455898494,0.14,1511592032934.58
0.871237338,0.026287949,-0.489901543,0.02,1511592032987.76
0.859020054,-0.108647481,-0.497808427,-0.05,1511592033025.86
0.819360852,-0.271530151,-0.48949194,-0.12,1511592033085.04
0.796757758,-0.339586705,-0.478239596,-0.15,1511592033142.24
0.781081438,-0.378347367,-0.469748944,-0.16,1511592033184.43
0.771133661,-0.401307583,-0.462634295,-0.17,1511592033235.28
0.768773139,-0.407521397,-0.459509194,-0.18,1511592033285.45
0.773307562,-0.40280351,-0.458068699,-0.17,1511592033334.56
0.782412469,-0.387964547,-0.459774852,-0.16,1511592033384.69
0.814368486,-0.321595877,-0.468255758,-0.12,1511592033436.85
0.85751909,-0.187246844,-0.477100343,-0.04,1511592033484.96
0.877279639,0.055032324,-0.472259462,0.07,1511592033537.15
0.836965263,0.272599459,-0.444492906,0.17,1511592033585.31
0.790349483,0.388484716,-0.416764259,0.23,1511592033625.08
0.726310968,0.497074693,-0.380821586,0.28,1511592033672.55
0.660914361,0.581598163,-0.343758523,0.33,1511592033718.59
0.634654999,0.607193708,-0.334839046,0.34,1511592033771.72
0.636687577,0.603574276,-0.338813752,0.34,1511592033822.02
0.659350634,0.576627076,-0.354309738,0.33,1511592033867.98
0.714878142,0.50542599,-0.387588948,0.29,1511592033917.71
0.784992337,0.389620483,-0.427930802,0.22,1511592033967.83
0.845352888,0.231388852,-0.463523865,0.13,1511592034019.60
0.872161269,0.008197819,-0.489031166,0.01,1511592034069.17
0.855107069,-0.149678618,-0.492897153,-0.06,1511592034117.82
0.816918612,-0.288744807,-0.485850215,-0.11,1511592034167.93
0.788406551,-0.368350387,-0.471212298,-0.14,1511592034221.04
0.774984777,-0.404258281,-0.458970547,-0.16,1511592034272.42
0.765490711,-0.426282793,-0.449215174,-0.17,1511592034321.35
0.765007675,-0.428927124,-0.446088791,-0.18,1511592034372.63
0.767013669,-0.426255733,-0.446310729,-0.18,1511592034424.01
0.771608889,-0.419705719,-0.447623879,-0.17,1511592034470.74
0.774403632,-0.414870441,-0.448853433,-0.16,1511592034505.96
0.776710689,-0.409907222,-0.450410485,-0.16,1511592034536.86
0.784559846,-0.394408584,-0.45366627,-0.15,1511592034587.46
0.796577156,-0.370217621,-0.457586944,-0.14,1511592034621.22
0.835974216,-0.267768294,-0.470615685,-0.09,1511592034668.32
0.860776186,-0.170783088,-0.477515757,-0.04,1511592034704.42
0.877078593,0.038994156,-0.475706398,0.05,1511592034755.71
0.856430531,0.198806718,-0.458158433,0.13,1511592034805.64
0.791812837,0.387441903,-0.416529417,0.22,1511592034857.58
0.730036795,0.494562984,-0.382722616,0.28,1511592034908.26
0.67507869,0.567732036,-0.353340536,0.31,1511592034951.06
0.641632795,0.604079723,-0.338178307,0.33,1511592035007.69
0.638318062,0.606186986,-0.337937355,0.33,1511592035057.35
0.639771163,0.603588641,-0.338284284,0.33,1511592035105.08
0.643816233,0.599323034,-0.337719589,0.34,1511592035157.97
0.647495329,0.594965458,-0.338965505,0.33,1511592035204.31
0.662484884,0.575644493,-0.349285036,0.33,1511592035257.58
0.70070529,0.521855712,-0.375498503,0.31,1511592035308.61
0.766906619,0.416475654,-0.418413162,0.25,1511592035357.21
0.824918687,0.287028819,-0.452404261,0.18,1511592035407.35
0.865370572,0.107045501,-0.48194322,0.09,1511592035457.98
0.867927969,-0.030461863,-0.495422184,0.02,1511592035507.98
0.846712768,-0.178399026,-0.499685049,-0.04,1511592035555.71
0.827126086,-0.259673089,-0.492698789,-0.08,1511592035601.73
0.808099627,-0.326061457,-0.478719532,-0.11,1511592035657.55
0.795551777,-0.360472471,-0.469924748,-0.13,1511592035707.87
0.788413703,-0.376476198,-0.465760022,-0.14,1511592035757.74
0.786314428,-0.380427063,-0.464303732,-0.15,1511592035807.66
0.788898587,-0.376316816,-0.464328259,-0.14,1511592035857.86
0.793160141,-0.368232757,-0.46576044,-0.14,1511592035905.72
0.796303868,-0.361448854,-0.466591448,-0.13,1511592035958.03
0.798094928,-0.357239753,-0.467112541,-0.13,1511592035988.94
0.811336458,-0.325998783,-0.470407605,-0.12,1511592036042.58
0.82816571,-0.280819029,-0.475157887,-0.1,1511592036072.69
0.859579861,-0.152516901,-0.485494405,-0.05,1511592036124.03
0.873279154,-0.006823938,-0.487015247,0.01,1511592036174.89
0.860242546,0.160207108,-0.47650069,0.09,1511592036224.65
0.830820024,0.283436626,-0.455732554,0.15,1511592036272.16
0.774932683,0.415996522,-0.423294574,0.22,1511592036325.82
0.715205789,0.515131474,-0.389299124,0.27,1511592036374.36
0.677131712,0.565014482,-0.368783355,0.29,1511592036424.33
0.656575799,0.589421332,-0.357835948,0.31,1511592036474.22
0.65426147,0.59046185,-0.357062221,0.31,1511592036521.82
0.658099115,0.58536315,-0.357006937,0.31,1511592036575.26
0.658735216,0.585392654,-0.355394453,0.31,1511592036624.64
0.661253154,0.583274603,-0.355693251,0.31,1511592036674.93
0.672590375,0.567721665,-0.362469792,0.31,1511592036726.03
0.688986897,0.545623183,-0.372442901,0.3,1511592036760.11
0.717224777,0.505496919,-0.390512377,0.28,1511592036790.74
0.767773151,0.42171976,-0.422819346,0.23,1511592036840.93
0.836565673,0.254903466,-0.464002788,0.14,1511592036892.21
0.86760819,0.099126354,-0.48354727,0.06,1511592036939.22
0.864150286,-0.104656301,-0.490632921,-0.04,1511592036989.39
0.833036363,-0.257350266,-0.478388309,-0.1,1511592037041.17
0.813705802,-0.321408123,-0.466441602,-0.13,1511592037091.17
0.802001595,-0.358179539,-0.455052316,-0.15,1511592037138.69
0.795521319,-0.377814233,-0.447648346,-0.15,1511592037190.88
0.793290257,-0.38428387,-0.445603997,-0.16,1511592037241.21
0.794852912,-0.382190377,-0.445612699,-0.15,1511592037289.23
0.798568189,-0.375505984,-0.446409047,-0.15,1511592037341.01
0.801282942,-0.369757026,-0.447829038,-0.14,1511592037388.34
0.807779014,-0.355267227,-0.450399369,-0.14,1511592037422.48
0.821407139,-0.320581347,-0.456766009,-0.12,1511592037473.89
0.839237928,-0.270287216,-0.462434083,-0.09,1511592037508.89
0.852934182,-0.22216934,-0.466788858,-0.07,1511592037528.89
0.852934182,-0.22216934,-0.466788858,-0.07,1511592037528.89
0.852934182,-0.22216934,-0.466788858,-0.07,1511592037528.89
0.827225089,0.293961644,-0.451132864,0.16,1511592037690.89
0.764605463,0.431018502,-0.418826669,0.23,1511592037741.77
0.727510273,0.492197603,-0.398562163,0.26,1511592037774.16
0.689450145,0.543605745,-0.379794031,0.29,1511592037824.99
0.679078877,0.557939231,-0.373193681,0.3,1511592037876.47
0.694046021,0.540466726,-0.379531622,0.29,1511592037926.48
0.720970035,0.504939556,-0.392004639,0.27,1511592037975.06
0.770412445,0.426881254,-0.416239291,0.23,1511592038024.64
0.830875039,0.283437937,-0.452981174,0.16,1511592038077.24
0.864929616,0.132737309,-0.477809936,0.08,1511592038123.61
0.869413674,-0.036025427,-0.492735147,-0.01,1511592038175.16
0.845482469,-0.193230852,-0.492644519,-0.07,1511592038226.35
0.820501328,-0.287850976,-0.481255025,-0.11,1511592038277.50
0.803524077,-0.345615894,-0.467348546,-0.13,1511592038327.64
0.786321223,-0.39280194,-0.453305155,-0.15,1511592038377.77
0.776998341,-0.413923144,-0.446205884,-0.16,1511592038424.35
0.774393678,-0.418829679,-0.444640964,-0.16,1511592038479.05
0.777794003,-0.41425702,-0.444436878,-0.16,1511592038520.69
0.80056864,-0.369149029,-0.452541947,-0.13,1511592038574.79
0.840084672,-0.263856351,-0.467714697,-0.08,1511592038625.98
0.870213091,-0.125296235,-0.476422071,-0.01,1511592038674.38
0.872383416,0.08679989,-0.472849339,0.09,1511592038725.60
0.829262912,0.285895646,-0.446665287,0.18,1511592038778.28
0.775275707,0.409721673,-0.419169396,0.24,1511592038826.52
0.696174681,0.528952241,-0.38423115,0.3,1511592038877.15
0.643829823,0.590281725,-0.359393656,0.33,1511592038925.56
0.62427789,0.609678268,-0.351667643,0.34,1511592038977.56
0.62750423,0.604306281,-0.353007287,0.34,1511592039029.63
0.630816758,0.599327981,-0.353404015,0.34,1511592039075.70
0.636591136,0.59536767,-0.352704912,0.34,1511592039127.34
0.648855925,0.581739724,-0.359623432,0.33,1511592039175.52
0.690549552,0.528791487,-0.385843754,0.31,1511592039226.64
0.747618675,0.445834696,-0.41862464,0.26,1511592039277.27
0.824330091,0.283522934,-0.459081858,0.17,1511592039327.48
0.860246301,0.137896508,-0.480772942,0.1,1511592039374.66
0.868567228,-0.033037331,-0.494119972,0.02,1511592039426.90
0.853185058,-0.167636514,-0.492785215,-0.03,1511592039476.85
0.835850239,-0.25194937,-0.482673168,-0.07,1511592039527.99
0.813929737,-0.33015117,-0.466329575,-0.11,1511592039579.14
0.803015828,-0.363375992,-0.456625253,-0.12,1511592039624.67
0.796519041,-0.379585028,-0.451314479,-0.13,1511592039678.40
0.793981433,-0.387010396,-0.447776586,-0.14,1511592039729.01
0.795016408,-0.386446059,-0.446954399,-0.14,1511592039774.29
0.797507465,-0.382423848,-0.447249472,-0.13,1511592039822.34
0.80177772,-0.372499555,-0.449555188,-0.13,1511592039874.53
0.806580603,-0.35976702,-0.45286718,-0.12,1511592039927.57
0.816334784,-0.336541086,-0.456226617,-0.11,1511592039974.73
0.837192118,-0.278333336,-0.463169098,-0.08,1511592040011.28
0.857807338,-0.19947122,-0.471053839,-0.05,1511592040062.43
0.876541615,-0.050001465,-0.478463948,0.02,1511592040110.61
0.872096002,0.085671619,-0.475591093,0.08,1511592040160.66
0.839728534,0.250689745,-0.455552757,0.16,1511592040212.87
0.78232193,0.391266435,-0.42626971,0.23,1511592040262.53
0.723841846,0.489257872,-0.396070004,0.28,1511592040312.69
0.664715946,0.566665769,-0.365248263,0.32,1511592040362.84
0.644169927,0.590201199,-0.35478276,0.33,1511592040411.92
0.640058339,0.592005134,-0.354386389,0.34,1511592040463.07
0.642199218,0.589283645,-0.354419291,0.34,1511592040514.24
0.652280748,0.58006531,-0.357829005,0.33,1511592040562.36
0.667373836,0.562233329,-0.365763217,0.32,1511592040608.04
0.702521145,0.514899492,-0.38826561,0.3,1511592040646.59
0.756304145,0.42999056,-0.422727555,0.25,1511592040695.74
0.824759364,0.275360674,-0.466696113,0.16,1511592040745.83
0.861053824,0.111683726,-0.491059333,0.07,1511592040791.07
0.862214446,-0.08847104,-0.497682005,-0.03,1511592040844.25
0.830568671,-0.24997054,-0.485516638,-0.11,1511592040896.27
0.804927588,-0.33478564,-0.467483521,-0.15,1511592040943.97
0.782092631,-0.395438105,-0.449016273,-0.17,1511592040994.12
0.771078706,-0.419466585,-0.43963331,-0.19,1511592041046.20
0.76571095,-0.432479739,-0.432160765,-0.2,1511592041094.31
0.766005397,-0.433408499,-0.431752563,-0.2,1511592041147.47
0.768841267,-0.429411769,-0.433701217,-0.19,1511592041191.88
0.786054552,-0.395834088,-0.443970323,-0.17,1511592041245.76
0.806425035,-0.35001567,-0.454800367,-0.14,1511592041280.82
0.852213621,-0.210011572,-0.473836869,-0.07,1511592041330.96
0.877805531,-0.04017764,-0.477255434,0.01,1511592041380.12
0.868687928,0.151036546,-0.461259753,0.1,1511592041418.72
0.810130835,0.350505412,-0.42438513,0.2,1511592041479.35
0.740060508,0.481232107,-0.38483575,0.27,1511592041527.53
0.662464619,0.582377315,-0.343708605,0.32,1511592041579.66
0.623038828,0.623996913,-0.324600875,0.34,1511592041628.28
0.615488112,0.628652394,-0.323760659,0.35,1511592041681.92
0.618183613,0.622992575,-0.32652694,0.35,1511592041727.55
0.622548401,0.618283272,-0.326739311,0.35,1511592041780.22
0.624177575,0.617018878,-0.326795965,0.35,1511592041827.81
0.6280756,0.613187611,-0.330116034,0.35,1511592041878.44
0.647678792,0.593105793,-0.342422068,0.33,1511592041930.09
0.684480429,0.550593674,-0.364608407,0.31,1511592041965.71
0.742970407,0.470384508,-0.39745152,0.26,1511592042010.86
0.816055,0.326017141,-0.440817565,0.18,1511592042065.98
0.854371428,0.192354694,-0.469485283,0.11,1511592042113.11
0.868200362,0.01840592,-0.495323539,0.02,1511592042163.19
0.857815564,-0.09326759,-0.504383743,-0.03,1511592042214.33
0.831906855,-0.216185182,-0.503079832,-0.09,1511592042265.48
0.799059212,-0.321983784,-0.489393234,-0.14,1511592042315.66
0.777068257,-0.382326037,-0.472851127,-0.16,1511592042364.31
0.753929198,-0.436584085,-0.451330483,-0.19,1511592042415.47
0.74104327,-0.459614336,-0.44238016,-0.21,1511592042465.57
0.732418597,-0.474877954,-0.436265856,-0.22,1511592042512.75
0.731177628,-0.478086114,-0.434908986,-0.22,1511592042562.89
0.73744899,-0.471289366,-0.435539365,-0.21,1511592042615.95
0.761887074,-0.433118433,-0.444111198,-0.19,1511592042663.18
0.806814134,-0.344703466,-0.459394783,-0.14,1511592042713.26
0.856028676,-0.198761135,-0.471282065,-0.07,1511592042763.44
0.879809439,-0.056284741,-0.471684664,-0.02,1511592042813.58
0.881801069,0.063840672,-0.465551108,0.04,1511592042851.82
0.881801069,0.063840672,-0.465551108,0.04,1511592042851.82
0.881801069,0.063840672,-0.465551108,0.04,1511592042851.82
0.796129107,0.383933395,-0.413733274,0.22,1511592043011.37
0.748340726,0.471976131,-0.38556549,0.26,1511592043046.80
0.736370146,0.490441382,-0.379255056,0.27,1511592043057.64
0.736370146,0.490441382,-0.379255056,0.27,1511592043057.64
0.661875844,0.587664902,-0.340998977,0.32,1511592043123.81
0.57962513,0.667686224,-0.300841182,0.36,1511592043230.76
0.570486963,0.6764009,-0.295860887,0.36,1511592043263.29
0.564439654,0.679522276,-0.294530511,0.36,1511592043315.44
0.563829005,0.678894401,-0.293281496,0.37,1511592043365.61
0.563829005,0.678894401,-0.293281496,0.37,1511592043365.61
0.563829005,0.678894401,-0.293281496,0.37,1511592043365.61
0.595881879,0.650323749,-0.312093645,0.35,1511592043477.92
0.645094812,0.59881717,-0.344059348,0.33,1511592043533.53
0.692070544,0.54003489,-0.375512362,0.3,1511592043562.68
0.776848733,0.400899261,-0.431130916,0.22,1511592043615.81
0.831045508,0.265930712,-0.464554876,0.15,1511592043662.52
0.86491549,0.05942405,-0.496242553,0.05,1511592043713.90
0.857374787,-0.082409218,-0.507844031,-0.01,1511592043760.79
0.83519125,-0.203040466,-0.506675541,-0.07,1511592043807.71
0.801201999,-0.322749794,-0.487179667,-0.13,1511592043861.94
0.770494461,-0.408984333,-0.458052367,-0.17,1511592043913.12
0.745437264,-0.46034795,-0.438165337,-0.2,1511592043963.35
0.734594941,-0.477205366,-0.433024436,-0.21,1511592044012.35
0.729045212,-0.484626025,-0.431894183,-0.22,1511592044062.41
0.729463279,-0.484624088,-0.431224495,-0.22,1511592044113.48
0.732790649,-0.481491983,-0.431069344,-0.21,1511592044164.22
0.737740159,-0.475668103,-0.432051569,-0.21,1511592044214.32
0.751155913,-0.455586225,-0.436380446,-0.19,1511592044266.69
0.791585684,-0.38105455,-0.454198062,-0.15,1511592044313.86
0.824783742,-0.302716851,-0.466021389,-0.1,1511592044362.97
0.861088097,-0.176126137,-0.474652469,-0.05,1511592044414.09
0.873956621,-0.0947669,-0.4765324,-0.01,1511592044463.25
0.879955769,-0.000827921,-0.473930091,0.03,1511592044515.33
0.876896262,0.081134163,-0.467601985,0.08,1511592044565.53
0.867884099,0.14436774,-0.46236974,0.11,1511592044615.60
0.851101577,0.214104563,-0.456473082,0.15,1511592044664.30
0.83310324,0.271329403,-0.44906202,0.18,1511592044712.53
0.803915679,0.342666268,-0.437404871,0.21,1511592044766.66
0.780343771,0.391415507,-0.426607102,0.24,1511592044813.74
0.75194627,0.441576213,-0.413241833,0.26,1511592044864.46
0.724165022,0.482373893,-0.400405228,0.29,1511592044915.61
0.700264215,0.511469603,-0.390696287,0.31,1511592044967.01
0.679209411,0.535491049,-0.382412493,0.33,1511592045013.12
0.652527988,0.56620717,-0.368432283,0.34,1511592045067.28
0.634354293,0.585315228,-0.358711779,0.36,1511592045117.37
0.621954441,0.598442018,-0.350723028,0.36,1511592045163.60
0.621037364,0.600199938,-0.349259198,0.36,1511592045215.72
0.628357351,0.593854487,-0.351660162,0.36,1511592045264.81
0.647109151,0.57412374,-0.361408144,0.35,1511592045317.90
0.666834295,0.551502883,-0.372729868,0.34,1511592045363.11
0.688446105,0.524794519,-0.385262042,0.32,1511592045414.18
0.711515784,0.491242349,-0.4013502,0.3,1511592045468.37
0.731801033,0.458335012,-0.415793568,0.29,1511592045513.53
0.762840569,0.400765032,-0.436267525,0.26,1511592045568.62
0.783902049,0.354858011,-0.44997552,0.24,1511592045617.77
0.803407133,0.306314707,-0.462719142,0.22,1511592045663.97
0.825756013,0.240841657,-0.475785196,0.18,1511592045716.06
0.844799817,0.162868887,-0.488395065,0.15,1511592045767.15
0.854472578,0.099642992,-0.496877521,0.11,1511592045817.27
0.859258473,0.022750808,-0.505612075,0.07,1511592045867.43
0.858770847,-0.031867716,-0.509500206,0.04,1511592045917.52
0.855991602,-0.082155317,-0.510241032,0.01,1511592045967.70
0.853322625,-0.114999563,-0.508481026,-0.01,1511592046015.84
0.845554888,-0.164544851,-0.50652045,-0.04,1511592046067.47
0.832542002,-0.218904987,-0.503801823,-0.07,1511592046117.61
0.82013464,-0.260747164,-0.500081599,-0.1,1511592046167.20
0.804540515,-0.311173171,-0.49092263,-0.12,1511592046218.42
0.793229401,-0.347384334,-0.480141848,-0.14,1511592046265.14
0.780914307,-0.38145721,-0.468652576,-0.16,1511592046318.20
0.773015261,-0.400593668,-0.461647719,-0.17,1511592046365.33
0.765270114,-0.417605013,-0.454525769,-0.18,1511592046415.48
0.757585227,-0.431793511,-0.449871182,-0.19,1511592046468.38
0.754694343,-0.437427431,-0.447691619,-0.2,1511592046515.51
0.757552922,-0.43353945,-0.447779328,-0.19,1511592046563.74
0.768255711,-0.415234923,-0.451484561,-0.18,1511592046618.75
0.787634492,-0.378508627,-0.45787251,-0.16,1511592046667.91
0.805554271,-0.338341057,-0.464838475,-0.14,1511592046700.98
0.832919896,-0.26627019,-0.472449869,-0.11,1511592046751.17
0.852200687,-0.202673063,-0.475672483,-0.08,1511592046801.30
0.870272517,-0.116387367,-0.4770253,-0.04,1511592046847.48
0.878447056,-0.048430696,-0.475363463,0,1511592046901.55
0.881349385,0.032486763,-0.469476044,0.04,1511592046948.73
0.877127171,0.099572644,-0.46329248,0.08,1511592046996.18
0.865331173,0.170126393,-0.4561719,0.12,1511592047048.02
0.845408261,0.243092015,-0.447006077,0.16,1511592047099.18
0.826144278,0.298355222,-0.437340498,0.19,1511592047150.31
0.79894197,0.359045833,-0.424338132,0.23,1511592047201.41
0.771537364,0.409775436,-0.412254512,0.26,1511592047251.58
0.746719778,0.449422389,-0.401624769,0.28,1511592047302.70
0.71383971,0.49619022,-0.386994421,0.31,1511592047350.87
0.686900318,0.530506551,-0.374853313,0.33,1511592047400.95
0.648841143,0.571450412,-0.359021336,0.35,1511592047450.18
0.622204959,0.597228646,-0.348010391,0.37,1511592047502.24
0.601473808,0.615909994,-0.338558704,0.38,1511592047548.47
0.595721602,0.620174587,-0.334783852,0.39,1511592047603.48
0.599692643,0.617261648,-0.335372806,0.38,1511592047649.59
0.601210654,0.616273463,-0.335888088,0.38,1511592047664.84
0.601210654,0.616273463,-0.335888088,0.38,1511592047664.84
0.601210654,0.616273463,-0.335888088,0.38,1511592047664.84
0.67097342,0.544760406,-0.37839222,0.33,1511592047818.08
0.71118331,0.491126567,-0.4023633,0.3,1511592047869.23
0.736471117,0.453136742,-0.416707963,0.28,1511592047900.33
0.775843441,0.384335756,-0.438583046,0.24,1511592047954.47
0.803700984,0.323045999,-0.455060333,0.21,1511592048001.65
0.833185554,0.239152685,-0.472882479,0.16,1511592048049.77
0.848344564,0.173218265,-0.485502452,0.12,1511592048100.85
0.861088574,0.085699797,-0.496361911,0.07,1511592048152.04
0.866005003,0.007595873,-0.499545068,0.02,1511592048204.26
0.865337193,-0.04987577,-0.498475224,-0.02,1511592048250.28
0.858765781,-0.124963753,-0.493115366,-0.06,1511592048301.75
0.848402798,-0.1817251,-0.488319397,-0.09,1511592048348.97
0.834503591,-0.24097091,-0.480623424,-0.12,1511592048400.70
0.819549263,-0.293954283,-0.470529497,-0.14,1511592048452.93
0.805914164,-0.333771408,-0.462107211,-0.16,1511592048501.02
0.791962147,-0.373315036,-0.44966656,-0.18,1511592048551.18
0.784511924,-0.393291771,-0.44216311,-0.19,1511592048603.23
0.779939413,-0.405099213,-0.437430173,-0.19,1511592048651.45
0.779255271,-0.4062922,-0.437506288,-0.19,1511592048688.54
0.779255271,-0.4062922,-0.437506288,-0.19,1511592048688.54
0.779255271,-0.4062922,-0.437506288,-0.19,1511592048688.54
0.789291203,-0.387979329,-0.441616565,-0.18,1511592048834.90
0.797348976,-0.372053742,-0.444534332,-0.17,1511592048867.13
0.811288238,-0.341745555,-0.450151175,-0.15,1511592048903.13
0.827893436,-0.299762517,-0.457222044,-0.13,1511592048950.27
0.849604666,-0.231189847,-0.465735376,-0.09,1511592049001.39
0.863675237,-0.172865406,-0.469916433,-0.06,1511592049052.57
0.877496481,-0.086111329,-0.471555293,-0.01,1511592049105.74
0.882018685,-0.004861403,-0.470423549,0.03,1511592049153.88
0.880571485,0.054843001,-0.46729365,0.06,1511592049202.96
0.872822106,0.13092187,-0.460224658,0.1,1511592049250.17
0.867425382,0.162359476,-0.456599385,0.11,1511592049272.18
0.867425382,0.162359476,-0.456599385,0.11,1511592049272.18
0.819907129,0.315816969,-0.431270659,0.2,1511592049405.72
0.799581826,0.358743012,-0.422295779,0.23,1511592049451.23
0.783221543,0.38861385,-0.415332258,0.25,1511592049485.74
0.760194361,0.428284973,-0.40439111,0.27,1511592049533.90
0.731901109,0.472003222,-0.390623927,0.3,1511592049584.03
0.701210976,0.512679219,-0.375806272,0.32,1511592049634.17
0.680048764,0.536831915,-0.366544187,0.34,1511592049684.31
0.660349905,0.55792594,-0.357376993,0.35,1511592049735.49
0.651977062,0.565889299,-0.35395658,0.36,1511592049783.61
0.645972192,0.571196079,-0.350793898,0.37,1511592049835.69
0.647975266,0.569230735,-0.351057798,0.36,1511592049884.89
0.65181613,0.565311193,-0.353062838,0.36,1511592049936.94
0.661037803,0.555212915,-0.358460635,0.36,1511592049985.15
0.676276207,0.536417127,-0.368691444,0.34,1511592050039.31
0.693349898,0.514167249,-0.380508453,0.33,1511592050084.42
0.709645867,0.492692918,-0.391155809,0.32,1511592050120.55
0.738533616,0.449067593,-0.411499679,0.29,1511592050170.68
0.757928312,0.416581154,-0.424649864,0.27,1511592050201.84
0.783961356,0.366325021,-0.442052245,0.24,1511592050255.02
0.812786043,0.294356287,-0.463080496,0.2,1511592050301.05
0.837467134,0.208988279,-0.4821904,0.15,1511592050354.16
0.850630403,0.13983281,-0.493697345,0.11,1511592050404.26
0.858571768,0.078780524,-0.500113308,0.08,1511592050450.93
0.864034832,-0.000545915,-0.502165616,0.04,1511592050501.57
0.863820255,-0.043967601,-0.501717031,0.01,1511592050532.70
0.863820255,-0.043967601,-0.501717031,0.01,1511592050532.70
0.86254102,-0.073318593,-0.500645459,0,1511592050552.20
0.835422337,-0.259371042,-0.478597522,-0.08,1511592050705.99
0.828510404,-0.285089254,-0.474228233,-0.09,1511592050737.19
0.818267763,-0.319434613,-0.467339694,-0.1,1511592050768.62
0.800749719,-0.371804565,-0.45451358,-0.12,1511592050820.77
0.789069474,-0.40486002,-0.444305331,-0.13,1511592050865.88
0.779955864,-0.428360254,-0.436528325,-0.13,1511592050922.13
0.775173008,-0.439432681,-0.432720065,-0.14,1511592050967.27
0.774224102,-0.442142844,-0.431371957,-0.14,1511592051020.29
0.774045765,-0.443010867,-0.430933028,-0.14,1511592051045.41
0.774045765,-0.443010867,-0.430933028,-0.14,1511592051045.41
0.774045765,-0.443010867,-0.430933028,-0.14,1511592051045.41
0.777472496,-0.437616944,-0.431415886,-0.13,1511592051169.74
0.778698862,-0.435092092,-0.432062924,-0.13,1511592051200.82
0.780593574,-0.431272179,-0.433043242,-0.13,1511592051234.93
0.78408438,-0.424342602,-0.434448868,-0.13,1511592051271.02
0.792288601,-0.407483339,-0.43749103,-0.12,1511592051302.07
0.809491754,-0.3697896,-0.443155229,-0.11,1511592051339.23
0.81949544,-0.345802695,-0.446318835,-0.1,1511592051368.88
0.823911309,-0.334618568,-0.447658509,-0.09,1511592051374.46
0.823911309,-0.334618568,-0.447658509,-0.09,1511592051374.46
0.823911309,-0.334618568,-0.447658509,-0.09,1511592051374.46
0.879322171,-0.124626078,-0.459314167,-0.02,1511592051521.32
0.88651818,-0.069538414,-0.457419068,0,1511592051553.92
0.890164733,-0.018404705,-0.454522491,0.03,1511592051585.47
0.890051246,0.031157596,-0.452000529,0.05,1511592051622.62
0.883197606,0.107441433,-0.447362691,0.09,1511592051673.87
0.867511392,0.194908828,-0.43805784,0.13,1511592051723.85
0.847233295,0.268412441,-0.427464843,0.17,1511592051768.41
0.818736076,0.343020618,-0.413585991,0.2,1511592051820.04
0.796471238,0.390084594,-0.402221531,0.23,1511592051869.23
0.761789918,0.449530393,-0.384581685,0.26,1511592051921.87
0.732064843,0.494251102,-0.368441284,0.29,1511592051967.96
0.709141552,0.522918165,-0.357875735,0.31,1511592052018.68
0.68886739,0.545777321,-0.348875344,0.33,1511592052068.27
0.680143952,0.554871619,-0.345109761,0.33,1511592052117.85
0.677727401,0.55758971,-0.343865544,0.33,1511592052170.54
0.680857718,0.554431677,-0.344226182,0.33,1511592052221.29
0.688741565,0.544416904,-0.348656356,0.33,1511592052267.73
0.703270972,0.526561975,-0.356893808,0.32,1511592052303.93
0.711872399,0.515532434,-0.361919641,0.31,1511592052334.42
0.7317909,0.487519115,-0.374578565,0.29,1511592052372.01
0.759896457,0.443024665,-0.392839283,0.27,1511592052422.80
0.791006505,0.381357521,-0.416082531,0.24,1511592052469.34
0.798099518,0.364887387,-0.421930879,0.23,1511592052479.38
0.798099518,0.364887387,-0.421930879,0.23,1511592052479.38
0.857162237,0.124230906,-0.487740636,0.11,1511592052621.26
0.863016963,0.040459819,-0.498749912,0.07,1511592052670.36
0.862671852,-0.019483125,-0.50366199,0.04,1511592052701.46
0.856147408,-0.11512243,-0.503732324,0,1511592052754.54
0.842505455,-0.200756326,-0.498298198,-0.04,1511592052803.34
0.822734833,-0.278701842,-0.490863442,-0.07,1511592052857.55
0.808156073,-0.323754549,-0.485173911,-0.08,1511592052907.39
0.792788744,-0.367302835,-0.477242082,-0.09,1511592052955.83
0.782257974,-0.394361436,-0.470855504,-0.1,1511592053005.89
0.771933436,-0.417742312,-0.465010822,-0.12,1511592053055.00
0.767615557,-0.427155226,-0.46185264,-0.12,1511592053104.16
0.764191151,-0.435222,-0.458719969,-0.13,1511592053153.79
0.763680935,-0.436125368,-0.458311796,-0.13,1511592053202.45
0.766257226,-0.430417597,-0.459955186,-0.13,1511592053257.94
0.769088805,-0.424955189,-0.46087575,-0.12,1511592053287.67
0.773310542,-0.416367114,-0.463175327,-0.12,1511592053337.79
0.776916087,-0.40725401,-0.467059225,-0.11,1511592053374.68
