w,x,y,z
0.872305691,0.207117274,-0.433315694,0.09,1511592011801.34
0.864174724,0.237629578,-0.429691702,0.11,1511592011851.44
0.851401448,0.277661771,-0.424490899,0.13,1511592011901.11
0.8375265,0.314262271,-0.418643951,0.16,1511592011951.71
0.816825032,0.360352516,-0.410317868,0.19,1511592012001.34
0.797717988,0.39732033,-0.402693331,0.21,1511592012049.04
0.771073461,0.441284925,-0.392674863,0.24,1511592012099.11
0.7465837,0.475588888,-0.383367002,0.26,1511592012154.25
0.728985548,0.495791495,-0.378126293,0.28,1511592012201.88
0.70761627,0.517189324,-0.372894228,0.3,1511592012251.48
0.692981124,0.531970859,-0.368091553,0.32,1511592012300.68
0.676881909,0.548798978,-0.360609353,0.33,1511592012350.75
0.667956471,0.557076514,-0.356184989,0.34,1511592012400.93
0.665881991,0.559130251,-0.354919195,0.34,1511592012451.06
0.666888833,0.558738947,-0.355847895,0.34,1511592012501.74
0.669244289,0.556778371,-0.357351333,0.34,1511592012551.37
0.669830322,0.556392312,-0.358039379,0.34,1511592012601.97
0.669578612,0.556645095,-0.358089983,0.34,1511592012633.56
0.669344127,0.55686307,-0.357884914,0.34,1511592012666.67
0.668639362,0.557684839,-0.357541263,0.34,1511592012701.81
0.668336987,0.558004737,-0.357422799,0.34,1511592012736.86
0.669013798,0.557296753,-0.357749373,0.34,1511592012767.97
0.669825435,0.556486666,-0.358351111,0.34,1511592012801.58
0.671217144,0.555084586,-0.359038144,0.34,1511592012837.14
0.674354255,0.551893055,-0.360214829,0.33,1511592012867.22
0.679717541,0.546081543,-0.362871855,0.33,1511592012901.31
0.690627038,0.533991337,-0.367929429,0.32,1511592012938.39
0.703798473,0.518119037,-0.374385804,0.31,1511592012984.59
0.727330148,0.486902356,-0.386316389,0.29,1511592013036.69
0.749255776,0.455355912,-0.397158325,0.27,1511592013083.83
0.775970459,0.41196844,-0.410337269,0.24,1511592013135.02
0.796462238,0.374897063,-0.420245051,0.22,1511592013184.15
0.8214311,0.320880115,-0.433516413,0.19,1511592013237.28
0.838338137,0.276104182,-0.44319579,0.16,1511592013284.45
0.856434584,0.215277612,-0.453824878,0.12,1511592013331.55
0.869629145,0.15443486,-0.461575359,0.08,1511592013385.72
0.876944482,0.109019451,-0.464752346,0.06,1511592013437.85
0.882568657,0.048469141,-0.467265725,0.02,1511592013483.99
0.883505523,-0.000488281,-0.468298495,-0.01,1511592013535.14
0.880867898,-0.053037129,-0.468410701,-0.04,1511592013586.32
0.876753151,-0.09350004,-0.466791451,-0.07,1511592013635.42
0.867255807,-0.147854209,-0.464884579,-0.1,1511592013687.56
0.855044186,-0.199658155,-0.460646898,-0.13,1511592013738.24
0.844441473,-0.236527234,-0.4563016,-0.15,1511592013784.38
0.832469761,-0.27276212,-0.450961232,-0.17,1511592013836.52
0.823765695,-0.298056424,-0.446379185,-0.18,1511592013885.65
0.811996341,-0.326870054,-0.441732377,-0.2,1511592013935.03
0.804010332,-0.347330809,-0.43664676,-0.21,1511592013984.98
0.796120644,-0.367434323,-0.431141436,-0.21,1511592014036.62
0.78975004,-0.382715136,-0.427783251,-0.22,1511592014088.87
0.786969185,-0.388567179,-0.426750988,-0.22,1511592014138.86
0.78667438,-0.390596241,-0.42506963,-0.22,1511592014189.41
0.787348509,-0.39011246,-0.424239337,-0.22,1511592014234.94
0.789020896,-0.387601525,-0.424459577,-0.22,1511592014285.04
0.789838135,-0.386394769,-0.424532205,-0.22,1511592014321.16
0.790583313,-0.385238409,-0.424964011,-0.21,1511592014368.30
0.79132092,-0.384116828,-0.425145417,-0.21,1511592014400.36
0.791811764,-0.383489847,-0.425154507,-0.21,1511592014451.17
0.792735994,-0.382148713,-0.425340176,-0.21,1511592014505.86
0.79447484,-0.379546285,-0.424980134,-0.21,1511592014550.43
0.796736062,-0.375713736,-0.42534849,-0.21,1511592014587.50
0.801348567,-0.367822528,-0.425979465,-0.2,1511592014621.61
0.805865169,-0.359915942,-0.426743895,-0.2,1511592014655.86
0.810175717,-0.351564467,-0.427876979,-0.19,1511592014685.76
0.821440995,-0.328127295,-0.430549473,-0.18,1511592014719.87
0.834059715,-0.298316151,-0.433468252,-0.17,1511592014772.07
0.850054145,-0.255467296,-0.436641008,-0.15,1511592014818.65
0.867029786,-0.20309253,-0.438549817,-0.12,1511592014868.80
0.880198061,-0.151523724,-0.439340919,-0.1,1511592014918.94
0.892382503,-0.080441281,-0.439644843,-0.06,1511592014969.06
0.898051739,-0.006404912,-0.439367831,-0.02,1511592015020.71
0.897195101,0.051115986,-0.438357711,0.02,1511592015070.37
0.890176177,0.12273331,-0.43453595,0.06,1511592015122.64
0.88133353,0.174828634,-0.429484218,0.09,1511592015167.62
0.863634408,0.242832005,-0.421883911,0.13,1511592015222.21
0.845800817,0.295677423,-0.413600087,0.16,1511592015267.43
0.829324841,0.335128903,-0.40730986,0.18,1511592015307.69
0.829324841,0.335128903,-0.40730986,0.18,1511592015307.69
0.775280595,0.434769422,-0.388199568,0.24,1511592015427.02
0.758705974,0.458888501,-0.383574069,0.26,1511592015468.44
0.748162031,0.473284781,-0.38057065,0.27,1511592015500.57
0.744404256,0.478301585,-0.379412651,0.27,1511592015512.59
0.744404256,0.478301585,-0.379412651,0.27,1511592015512.59
0.720171928,0.506179333,-0.37252298,0.29,1511592015635.89
0.715300918,0.5113132,-0.371089607,0.3,1511592015689.10
0.714046538,0.512522936,-0.371028155,0.3,1511592015719.17
0.713111997,0.51347506,-0.370926887,0.3,1511592015768.86
0.713124394,0.513538122,-0.370693326,0.3,1511592015817.97
0.712764204,0.513812602,-0.37050119,0.3,1511592015854.14
0.712222457,0.514563262,-0.369907081,0.3,1511592015903.26
0.711782098,0.515006125,-0.369785249,0.3,1511592015935.35
0.710883439,0.516017377,-0.36950469,0.3,1511592015967.52
0.710526764,0.516476333,-0.36925739,0.3,1511592016001.61
0.71043843,0.516740561,-0.368975013,0.3,1511592016051.68
0.710066497,0.517112553,-0.368787974,0.3,1511592016088.01
0.71063596,0.516431928,-0.368853301,0.3,1511592016117.98
0.714399099,0.511963665,-0.370577931,0.3,1511592016156.00
0.723009229,0.500872672,-0.375776261,0.29,1511592016205.88
0.734873235,0.485263228,-0.382721871,0.28,1511592016235.81
0.750175297,0.463561952,-0.391273677,0.26,1511592016267.89
0.772159815,0.42882064,-0.401991516,0.24,1511592016308.35
0.795999348,0.385612071,-0.413495898,0.22,1511592016355.08
0.816222787,0.341742724,-0.42434907,0.19,1511592016404.22
0.839291632,0.283588111,-0.436026812,0.16,1511592016457.36
0.856028438,0.226769075,-0.447432935,0.12,1511592016506.75
0.868266106,0.169372335,-0.457177013,0.09,1511592016555.97
0.877206743,0.099675104,-0.466574162,0.05,1511592016602.10
0.880524218,0.027390305,-0.472893417,0.02,1511592016658.70
0.880212665,-0.018858975,-0.474164635,-0.01,1511592016707.87
0.877209663,-0.076898389,-0.472618401,-0.03,1511592016756.43
0.870844007,-0.128816754,-0.470632464,-0.06,1511592016807.97
0.861094654,-0.180047438,-0.467832148,-0.09,1511592016852.16
0.845945179,-0.236330152,-0.464396834,-0.11,1511592016903.86
0.830120146,-0.282704532,-0.461538434,-0.13,1511592016954.03
0.817357421,-0.316578358,-0.457654595,-0.15,1511592017007.07
0.802450478,-0.354385674,-0.450932652,-0.16,1511592017055.90
0.792502284,-0.378385037,-0.444570869,-0.18,1511592017107.15
0.782112181,-0.401949495,-0.437097728,-0.19,1511592017157.54
0.775478363,-0.414161175,-0.433873683,-0.2,1511592017205.96
0.771357238,-0.420843363,-0.431813478,-0.2,1511592017253.02
0.770503044,-0.423236519,-0.430023342,-0.21,1511592017305.08
0.771091223,-0.423450083,-0.429050982,-0.2,1511592017357.35
0.772314668,-0.422233522,-0.428553343,-0.2,1511592017403.78
0.77296561,-0.421209574,-0.428712577,-0.2,1511592017454.48
0.773360491,-0.420592755,-0.428826302,-0.2,1511592017488.58
0.774233937,-0.419905663,-0.428414434,-0.2,1511592017541.17
0.774311483,-0.419980556,-0.428368837,-0.2,1511592017572.39
0.7745049,-0.419884324,-0.428034633,-0.2,1511592017623.95
0.774703205,-0.419646233,-0.427858025,-0.2,1511592017654.04
0.774882913,-0.419474721,-0.4276748,-0.2,1511592017684.19
0.775432765,-0.419101119,-0.427385509,-0.2,1511592017720.16
0.775754631,-0.418540865,-0.427638113,-0.2,1511592017757.78
0.776494801,-0.417570263,-0.427600235,-0.2,1511592017793.36
0.777468085,-0.416246623,-0.427581429,-0.2,1511592017824.34
0.78294915,-0.407350957,-0.428266525,-0.19,1511592017875.64
0.791789353,-0.39231661,-0.429135352,-0.19,1511592017923.83
0.811488271,-0.354410797,-0.433374017,-0.17,1511592017974.08
0.826151073,-0.322246164,-0.436992645,-0.15,1511592018008.21
0.852045894,-0.249855593,-0.445644855,-0.11,1511592018057.88
0.868071675,-0.185008094,-0.453277797,-0.08,1511592018108.32
0.881358862,-0.098406315,-0.460320354,-0.04,1511592018159.59
0.88621223,-0.035933279,-0.461777091,-0.01,1511592018207.92
0.88652581,0.042495899,-0.459728062,0.03,1511592018255.39
0.88209331,0.101785414,-0.455676734,0.06,1511592018308.35
0.871312201,0.170775846,-0.449552715,0.1,1511592018357.68
0.865927398,0.19550924,-0.446861506,0.11,1511592018377.65
0.865927398,0.19550924,-0.446861506,0.11,1511592018377.65
0.805378914,0.364988685,-0.420256168,0.2,1511592018505.66
0.778281271,0.416635096,-0.407939285,0.23,1511592018554.64
0.750907958,0.461054564,-0.396705896,0.26,1511592018610.79
0.736012697,0.482740909,-0.390924305,0.27,1511592018640.90
0.720676899,0.503894806,-0.38517651,0.28,1511592018690.73
0.708647668,0.518221259,-0.381634504,0.29,1511592018738.11
0.701081157,0.526420355,-0.379496783,0.3,1511592018793.24
0.697512329,0.530350089,-0.378294617,0.3,1511592018842.00
0.69496572,0.533705533,-0.37702772,0.3,1511592018892.61
0.694010973,0.535045028,-0.376520991,0.3,1511592018941.12
0.694042861,0.535342157,-0.376284391,0.3,1511592018973.16
0.69418633,0.535362601,-0.375994086,0.3,1511592019024.30
0.694731236,0.53518939,-0.375636458,0.3,1511592019057.47
0.695510149,0.534104466,-0.375834644,0.3,1511592019109.17
0.695881188,0.533759058,-0.375790238,0.3,1511592019141.85
0.695747316,0.534196734,-0.375475228,0.3,1511592019177.34
0.695673704,0.534482181,-0.375154108,0.3,1511592019209.42
0.695917726,0.534011602,-0.375339508,0.3,1511592019241.08
0.698099077,0.530888498,-0.376747429,0.3,1511592019272.64
0.70399797,0.523431957,-0.379746646,0.29,1511592019304.70
0.714775264,0.51011312,-0.384937286,0.28,1511592019341.63
0.731313586,0.488973409,-0.392348707,0.27,1511592019374.18
0.770810664,0.428973019,-0.411680818,0.23,1511592019424.20
0.804866374,0.36218667,-0.430096298,0.19,1511592019474.73
0.834253371,0.287946403,-0.445966631,0.15,1511592019522.33
0.862150788,0.185944825,-0.461437404,0.1,1511592019574.41
0.87927568,0.07818906,-0.468305916,0.04,1511592019622.40
0.88232094,-0.009615701,-0.470485002,-0.01,1511592019674.32
0.876943409,-0.100382105,-0.467547148,-0.05,1511592019724.03
0.866715252,-0.176227421,-0.460228145,-0.08,1511592019774.12
0.855407,-0.230067268,-0.453121006,-0.1,1511592019823.92
0.843258023,-0.279662251,-0.443164587,-0.12,1511592019873.16
0.837406337,-0.302150428,-0.436613679,-0.13,1511592019924.32
0.831548154,-0.31758371,-0.435354829,-0.13,1511592019976.54
0.829195321,-0.325887442,-0.431850404,-0.14,1511592020022.62
0.829491496,-0.328918189,-0.428235292,-0.14,1511592020074.74
0.830966413,-0.3290883,-0.426109225,-0.14,1511592020124.50
0.831464946,-0.328397036,-0.426116139,-0.14,1511592020172.23
0.831860006,-0.326789379,-0.426884651,-0.14,1511592020208.03
0.832279742,-0.324767232,-0.427964956,-0.14,1511592020260.37
0.832423031,-0.323955864,-0.428492606,-0.14,1511592020291.15
0.832700312,-0.323429734,-0.428455323,-0.14,1511592020322.82
0.832948506,-0.323025912,-0.428320736,-0.14,1511592020358.63
0.833071113,-0.322532713,-0.428468764,-0.14,1511592020392.73
0.83326149,-0.321509004,-0.429008424,-0.14,1511592020443.83
0.833799303,-0.320312023,-0.429085314,-0.13,1511592020493.03
0.834611297,-0.318758905,-0.428908408,-0.13,1511592020524.46
0.836414516,-0.314505905,-0.429121345,-0.13,1511592020559.19
0.844521403,-0.294043601,-0.430808395,-0.12,1511592020589.30
0.858724833,-0.25235793,-0.434798986,-0.1,1511592020624.64
0.883109272,-0.164599091,-0.436569065,-0.05,1511592020657.29
0.896898329,0.054858349,-0.434597045,0.06,1511592020692.56
0.83684206,0.302452981,-0.418863833,0.18,1511592020741.04
0.749465346,0.471296698,-0.381405383,0.27,1511592020789.45
0.667613804,0.576496065,-0.344561487,0.32,1511592020840.90
0.626511931,0.613577485,-0.330013067,0.35,1511592020894.14
0.606263876,0.627450168,-0.324157774,0.37,1511592020940.72
0.593974352,0.635107696,-0.319033504,0.38,1511592020996.37
0.589992344,0.637605309,-0.315820783,0.38,1511592021041.47
0.592971325,0.634750903,-0.316957474,0.38,1511592021093.64
0.59555167,0.633392572,-0.317619413,0.38,1511592021141.32
0.597585559,0.632176936,-0.317781061,0.38,1511592021192.78
0.60348767,0.626589715,-0.321129858,0.37,1511592021244.01
0.621464312,0.610652685,-0.3300969,0.36,1511592021278.00
0.69623071,0.526929617,-0.373453021,0.31,1511592021323.90
0.789453924,0.373077959,-0.430597067,0.23,1511592021358.97
0.858933032,0.152630568,-0.475177944,0.11,1511592021408.88
0.85984081,-0.11713475,-0.496760875,-0.01,1511592021459.12
0.837840557,-0.248792037,-0.481367528,-0.07,1511592021507.95
0.815898836,-0.342352211,-0.450349689,-0.12,1511592021562.30
0.799784899,-0.385523409,-0.434625506,-0.15,1511592021609.25
0.795798659,-0.398076802,-0.426526517,-0.16,1511592021659.40
0.796500504,-0.399039388,-0.424769938,-0.16,1511592021712.16
0.800644696,-0.389621586,-0.427296877,-0.16,1511592021759.18
0.822052777,-0.343000561,-0.435408294,-0.13,1511592021807.93
0.865895987,-0.210555196,-0.450653583,-0.05,1511592021858.59
0.876454413,0.100417286,-0.458167702,0.11,1511592021907.82
0.783363581,0.391377807,-0.419651717,0.24,1511592021959.25
0.716374457,0.509088218,-0.382430524,0.29,1511592022008.82
0.678112328,0.555346966,-0.363123238,0.32,1511592022057.66
0.662475407,0.564682603,-0.359900475,0.34,1511592022112.09
0.659015179,0.567663491,-0.358160198,0.34,1511592022162.25
0.656732321,0.569990695,-0.357075661,0.34,1511592022208.61
0.671722174,0.554151475,-0.364537925,0.33,1511592022262.53
0.736143589,0.470167905,-0.39759618,0.28,1511592022310.62
0.818068743,0.313885182,-0.438803554,0.2,1511592022358.08
0.876016676,0.027648589,-0.478479385,0.05,1511592022408.89
0.839555383,-0.21586965,-0.494364262,-0.06,1511592022458.40
0.803424358,-0.33632189,-0.482776672,-0.09,1511592022509.26
0.797538638,-0.38181591,-0.453200132,-0.11,1511592022562.31
0.794752777,-0.395392209,-0.44354254,-0.12,1511592022612.45
0.792646289,-0.401367188,-0.439708233,-0.13,1511592022662.60
0.795507431,-0.397182167,-0.439081579,-0.13,1511592022713.72
0.798340082,-0.389372587,-0.441744119,-0.13,1511592022758.03
0.805185735,-0.372320145,-0.446446776,-0.12,1511592022807.72
0.820309401,-0.335461706,-0.453613967,-0.09,1511592022844.10
0.868950963,-0.142360777,-0.473858893,0.01,1511592022892.34
0.872176409,0.048470829,-0.475922346,0.1,1511592022929.34
0.810524881,0.308213264,-0.449904323,0.21,1511592022974.82
0.729831159,0.469648391,-0.409849137,0.28,1511592023028.65
0.679035485,0.53909725,-0.379361987,0.32,1511592023079.30
0.662642241,0.553573906,-0.374111235,0.34,1511592023128.62
0.659798145,0.555529594,-0.373930067,0.34,1511592023181.74
0.66056931,0.555071473,-0.372592598,0.34,1511592023228.87
0.662802041,0.552701831,-0.37179777,0.34,1511592023276.00
0.667489409,0.546998918,-0.374322355,0.34,1511592023329.14
0.682012141,0.528322816,-0.383823425,0.33,1511592023379.85
0.722788692,0.471538693,-0.408755809,0.3,1511592023430.13
0.776974261,0.379871339,-0.438407928,0.24,1511592023463.20
0.854477167,0.154960603,-0.480843753,0.12,1511592023513.37
0.861816466,-0.100888953,-0.496946365,-0.01,1511592023563.44
0.807756126,-0.328602016,-0.476314276,-0.11,1511592023610.65
0.78610462,-0.399474263,-0.448562801,-0.15,1511592023662.73
0.779104292,-0.423677623,-0.434207708,-0.16,1511592023710.92
0.806253076,-0.372773558,-0.440530628,-0.13,1511592023763.08
0.857100904,-0.226375178,-0.459946215,-0.05,1511592023807.97
0.879884303,0.004654706,-0.470986366,0.06,1511592023859.69
0.819469392,0.299167991,-0.448515385,0.19,1511592023911.49
0.712735951,0.500692487,-0.395857185,0.29,1511592023960.69
0.671474218,0.554180443,-0.369427383,0.32,1511592024012.81
0.683719754,0.530470252,-0.381283969,0.33,1511592024060.87
0.74628979,0.437295884,-0.420748889,0.27,1511592024113.99
0.822018802,0.278095156,-0.463213831,0.18,1511592024163.12
0.869384885,0.003431023,-0.493603498,0.02,1511592024210.27
0.836725473,-0.225969538,-0.489208192,-0.1,1511592024262.86
0.797111332,-0.357020319,-0.466348112,-0.14,1511592024315.66
0.787701607,-0.398558348,-0.442221791,-0.16,1511592024362.69
0.782538056,-0.416472673,-0.431484401,-0.17,1511592024412.87
0.808544457,-0.361561447,-0.444924504,-0.13,1511592024461.99
0.850504756,-0.244345561,-0.462025255,-0.06,1511592024512.69
0.877256751,0.015352738,-0.472628981,0.08,1511592024562.84
0.841110528,0.221727207,-0.457341075,0.18,1511592024612.55
0.755348504,0.42202884,-0.414850265,0.28,1511592024662.67
0.692276895,0.515743136,-0.379783064,0.33,1511592024712.87
0.696832836,0.507247388,-0.383489728,0.33,1511592024762.97
0.754441321,0.420040131,-0.417119175,0.28,1511592024812.14
0.827172816,0.270530134,-0.453742474,0.19,1511592024864.55
0.876583695,-0.015400707,-0.480215788,0.03,1511592024908.91
0.836188674,-0.255886674,-0.475330949,-0.1,1511592024960.54
0.777506948,-0.419724315,-0.442224979,-0.15,1511592025015.72
0.759862959,-0.476700813,-0.407757699,-0.17,1511592025065.81
0.750346899,-0.495325625,-0.398590475,-0.18,1511592025112.97
0.742469072,-0.50204891,-0.39781639,-0.2,1511592025162.08
0.744859993,-0.49630332,-0.400707543,-0.2,1511592025212.22
0.764447153,-0.464796841,-0.411495328,-0.17,1511592025262.36
0.814916492,-0.368322402,-0.434507906,-0.11,1511592025314.49
0.863192976,-0.20392108,-0.461627156,-0.01,1511592025365.64
0.87337172,0.022799715,-0.476104409,0.1,1511592025413.29
0.825397074,0.256496727,-0.4580203,0.21,1511592025465.39
0.757022083,0.411900014,-0.424896687,0.28,1511592025513.02
0.693802953,0.508780599,-0.392371178,0.33,1511592025565.15
0.675351262,0.530137122,-0.383092195,0.34,1511592025616.79
0.683212399,0.517538726,-0.389200419,0.34,1511592025645.90
0.683212399,0.517538726,-0.389200419,0.34,1511592025645.90
0.683212399,0.517538726,-0.389200419,0.34,1511592025645.90
0.683212399,0.517538726,-0.389200419,0.34,1511592025645.90
0.82893151,0.247174278,-0.466628194,0.18,1511592025771.69
0.829082727,-0.24342525,-0.495058,-0.09,1511592025879.78
0.798275411,-0.335985661,-0.482046783,-0.13,1511592025908.75
0.768153965,-0.426860332,-0.44614175,-0.17,1511592025964.90
0.750249147,-0.472203851,-0.423112601,-0.19,1511592026013.43
0.733702183,-0.500511646,-0.409398317,-0.21,1511592026066.56
0.73645705,-0.497143447,-0.408272326,-0.21,1511592026116.73
0.761907279,-0.461322278,-0.416399777,-0.18,1511592026162.81
0.811829984,-0.368271559,-0.438087612,-0.12,1511592026215.72
0.857494175,-0.227496937,-0.460432798,-0.03,1511592026263.10
0.879403889,0.016697327,-0.467024535,0.09,1511592026315.20
0.850776553,0.210491657,-0.447194636,0.18,1511592026363.40
0.783506513,0.392883629,-0.403534502,0.26,1511592026413.51
0.720799088,0.493209004,-0.370813996,0.32,1511592026463.80
0.669421792,0.555829048,-0.345840782,0.35,1511592026515.75
0.650203288,0.574348927,-0.338054478,0.36,1511592026562.91
0.654586911,0.567976952,-0.341586769,0.36,1511592026613.01
0.669727921,0.552219033,-0.346891701,0.36,1511592026663.14
0.683260083,0.536990702,-0.353033572,0.35,1511592026715.36
0.702432692,0.51342243,-0.362729967,0.33,1511592026763.42
0.73852253,0.458773106,-0.386926711,0.31,1511592026815.61
0.789596736,0.363454044,-0.423055798,0.26,1511592026867.74
0.855028033,0.173233092,-0.468269169,0.14,1511592026913.94
0.872234404,-0.018377563,-0.487893313,0.03,1511592026965.05
0.842903435,-0.231785849,-0.478349507,-0.08,1511592027015.70
0.801112831,-0.364238173,-0.452846378,-0.14,1511592027062.83
0.77405113,-0.434376597,-0.426635295,-0.17,1511592027114.97
0.76065594,-0.464428842,-0.410351545,-0.19,1511592027167.16
0.754746974,-0.475091815,-0.404912204,-0.2,1511592027214.26
0.756520212,-0.473695308,-0.404399782,-0.2,1511592027265.40
0.763435006,-0.464811236,-0.406183988,-0.19,1511592027318.39
0.770144463,-0.453454435,-0.410012335,-0.18,1511592027365.53
0.792245507,-0.411000878,-0.42222178,-0.16,1511592027415.69
0.824968159,-0.335463822,-0.439522177,-0.12,1511592027465.77
0.870214283,-0.162361637,-0.46386981,-0.03,1511592027515.96
0.882426739,0.025597245,-0.467516661,0.05,1511592027566.07
0.8602525,0.190421939,-0.458066195,0.12,1511592027610.24
0.802621067,0.35458535,-0.436083525,0.2,1511592027664.43
0.730867743,0.483976454,-0.399342299,0.27,1511592027715.27
0.679733217,0.555246353,-0.370023072,0.3,1511592027767.44
0.663069665,0.576806009,-0.359361231,0.31,1511592027817.56
0.663865745,0.575094819,-0.360858589,0.31,1511592027863.71
0.669325352,0.566784918,-0.364748418,0.31,1511592027913.39
0.683323443,0.550602853,-0.370173335,0.3,1511592027967.99
0.702132046,0.527896941,-0.379214406,0.29,1511592027999.64
0.744714022,0.46515426,-0.402431816,0.26,1511592028047.26
0.819492757,0.319171697,-0.441683233,0.18,1511592028101.86
0.869643211,0.136933729,-0.467895865,0.08,1511592028141.28
0.870960176,-0.110978164,-0.475515366,-0.05,1511592028196.15
0.828440309,-0.281654626,-0.464529634,-0.14,1511592028250.21
0.795065701,-0.372771859,-0.449144661,-0.16,1511592028302.33
0.787077844,-0.396453857,-0.446362227,-0.16,1511592028351.45
0.78228426,-0.413584828,-0.434794366,-0.17,1511592028398.10
0.781810224,-0.418021977,-0.428152949,-0.18,1511592028450.74
0.78236562,-0.418122113,-0.427425683,-0.17,1511592028500.84
0.783872366,-0.417334467,-0.426644444,-0.17,1511592028551.77
0.786335051,-0.413322479,-0.427772403,-0.17,1511592028599.43
0.794622183,-0.396294892,-0.432485878,-0.16,1511592028635.64
0.812624693,-0.357450932,-0.440709382,-0.13,1511592028668.72
0.837379754,-0.291172028,-0.452273667,-0.1,1511592028701.28
0.863156021,-0.196561441,-0.462708652,-0.05,1511592028731.06
0.881070554,0.007956138,-0.469762117,0.05,1511592028780.04
0.863777995,0.161953866,-0.460092008,0.13,1511592028822.95
0.797916651,0.362520039,-0.427494645,0.22,1511592028883.77
0.724189997,0.490439743,-0.391692549,0.29,1511592028934.90
0.676222503,0.554682136,-0.365918338,0.32,1511592028985.09
0.656039059,0.577694416,-0.35634312,0.33,1511592029032.16
0.665076315,0.565833271,-0.36341542,0.32,1511592029084.34
0.699167311,0.520753264,-0.386454642,0.3,1511592029130.45
0.771139503,0.409328938,-0.427446127,0.23,1511592029184.61
0.830222964,0.274796128,-0.459129423,0.16,1511592029234.69
0.869193494,0.0985329,-0.480666727,0.06,1511592029280.88
0.859996498,-0.135005355,-0.490781754,-0.04,1511592029333.99
0.823401153,-0.291966826,-0.478607118,-0.09,1511592029382.12
0.789680958,-0.38854599,-0.45857805,-0.12,1511592029434.26
0.769972384,-0.436369509,-0.4429591,-0.14,1511592029484.42
0.757832944,-0.461853117,-0.431387454,-0.16,1511592029535.51
0.755134761,-0.468482256,-0.426574856,-0.17,1511592029584.66
0.757391453,-0.466576666,-0.425875545,-0.17,1511592029634.92
0.766114473,-0.452988654,-0.429344207,-0.15,1511592029685.92
0.787089705,-0.411355466,-0.441379458,-0.13,1511592029735.57
0.795666754,-0.39237833,-0.445968002,-0.12,1511592029745.64
0.8239187,-0.319964975,-0.460175246,-0.08,1511592029777.72
0.876936495,0.013819847,-0.476457536,0.06,1511592029868.13
0.84779489,0.240510255,-0.444991946,0.16,1511592029915.88
0.783955336,0.40202409,-0.40612632,0.24,1511592029969.98
0.72250849,0.500350595,-0.373971224,0.3,1511592030020.88
0.666164994,0.572749138,-0.343280435,0.33,1511592030068.99
0.648647487,0.592060328,-0.335969836,0.34,1511592030116.12
0.651682615,0.587283731,-0.339296103,0.34,1511592030169.29
0.659991443,0.57745558,-0.340896249,0.34,1511592030220.45
0.674556792,0.563201666,-0.344929039,0.33,1511592030270.58
0.712101817,0.514495492,-0.367861181,0.3,1511592030319.66
0.75741607,0.443017215,-0.400779605,0.26,1511592030369.80
0.817653835,0.317152172,-0.442644596,0.19,1511592030416.01
0.86921674,0.100658283,-0.479518116,0.07,1511592030468.05
0.864555597,-0.105452113,-0.490186393,-0.03,1511592030518.25
0.848733902,-0.200257346,-0.483247787,-0.08,1511592030569.35
0.83431232,-0.262419611,-0.47095871,-0.12,1511592030619.58
0.816453755,-0.314963579,-0.460429668,-0.15,1511592030667.62
0.79206872,-0.377040863,-0.446450382,-0.18,1511592030718.82
0.776458383,-0.413917333,-0.437404931,-0.19,1511592030769.99
0.77102983,-0.426412851,-0.433493495,-0.19,1511592030817.11
0.771473825,-0.426008254,-0.433706939,-0.19,1511592030870.33
0.774111271,-0.421114683,-0.435676247,-0.18,1511592030920.89
0.777742028,-0.413926572,-0.437881798,-0.18,1511592030967.00
0.789172769,-0.391290873,-0.442399472,-0.17,1511592031018.21
0.809093595,-0.347491533,-0.451510876,-0.14,1511592031069.34
0.846422553,-0.241259769,-0.466516823,-0.09,1511592031121.07
0.871859491,-0.118672937,-0.47445336,-0.03,1511592031166.10
0.878614962,0.042233683,-0.472875029,0.05,1511592031220.22
0.857343316,0.202001065,-0.454547167,0.13,1511592031270.37
0.825895309,0.309404194,-0.432336092,0.19,1511592031320.28
0.768576622,0.432396472,-0.39770028,0.25,1511592031367.67
0.717598498,0.512416661,-0.370171994,0.29,1511592031419.79
0.679531157,0.561549604,-0.353231668,0.31,1511592031470.96
0.670055091,0.570768297,-0.351831168,0.32,1511592031520.09
0.672499895,0.566180885,-0.35415867,0.32,1511592031568.25
0.676552176,0.56097877,-0.355671287,0.32,1511592031619.37
0.680130422,0.557171166,-0.35629043,0.32,1511592031667.54
0.693296731,0.542020857,-0.361250192,0.31,1511592031718.63
0.722275317,0.50115037,-0.379034996,0.29,1511592031767.76
0.782062471,0.401411235,-0.417066097,0.23,1511592031817.88
0.82548058,0.300367832,-0.445644885,0.17,1511592031854.01
0.864144564,0.134594515,-0.47839421,0.08,1511592031900.64
0.863423526,-0.067244731,-0.499144167,-0.03,1511592031951.27
0.829064548,-0.238914579,-0.495087326,-0.1,1511592032000.89
0.807657242,-0.312571555,-0.481989771,-0.13,1511592032051.52
0.791715086,-0.363199115,-0.466592193,-0.15,1511592032101.25
0.782539606,-0.388635159,-0.456802934,-0.17,1511592032153.89
0.778592229,-0.40076077,-0.451073885,-0.17,1511592032200.95
0.777673542,-0.404827267,-0.448582262,-0.17,1511592032252.12
0.780162275,-0.401258171,-0.448876917,-0.17,1511592032303.68
0.784309804,-0.392715424,-0.451184124,-0.16,1511592032354.38
0.788010597,-0.384613663,-0.45371747,-0.16,1511592032406.03
