3.03449,1.46568,3.07953
3.01748,1.46525,3.06386
3.03084,1.46574,3.07629
3.03217,1.4653,3.07772
3.01888,1.46481,3.06536
3.03013,1.46564,3.07562
3.02184,1.46484,3.06807
3.02343,1.46531,3.06932
3.02918,1.46554,3.07454
3.03129,1.46556,3.07696
3.03166,1.46485,3.07717
3.0214,1.46412,3.06803
3.03435,1.46434,3.08029
3.03957,1.46519,3.08554
2.98437,1.466,3.0335
2.95241,1.46514,3.00202
2.96777,1.46449,3.01569
2.96429,1.4647,3.01292
2.96278,1.46549,3.01175
2.96896,1.46451,3.01774
2.95789,1.46559,3.00709
2.95149,1.46719,2.9998
2.94445,1.46815,2.99259
2.96054,1.47041,3.00668
2.96259,1.47188,3.0081
2.9428,1.47174,2.99048
2.95365,1.47202,3.00106
2.95163,1.4737,2.99786
2.89298,1.47566,2.94009
2.86325,1.47496,2.91084
2.8794,1.4769,2.92544
2.94463,1.47962,2.98587
2.9829,1.48161,3.02316
2.98969,1.48843,3.02993
2.98884,1.49299,3.03069
2.99108,1.49606,3.03529
2.93212,1.50051,2.97997
2.90797,1.50199,2.95819
2.98687,1.50498,3.03304
3.07719,1.49715,3.12206
3.12036,1.4942,-3.11896
-2.98165,1.49838,-2.943
-2.81917,1.49462,-2.78304
-2.93404,1.4971,-2.89456
-2.97377,1.49854,-2.93458
-3.0168,1.50435,-2.98805
2.9277,1.50931,2.91601
2.70143,1.50352,2.66731
2.68287,1.49974,2.66546
2.8342,1.50754,2.81633
2.77006,1.51705,2.69513
2.50594,1.51237,2.37764
2.24526,1.47648,2.0358
2.16433,1.44215,1.89697
2.12306,1.42847,1.84581
2.14969,1.44463,1.86979
2.13523,1.4559,1.82417
2.14472,1.45419,1.78923
2.25879,1.45463,1.8407
2.3465,1.46599,1.85983
2.37598,1.49843,1.79657
2.17747,1.52523,1.50923
1.40509,1.53429,0.658909
0.754512,1.5174,-0.0548221
0.731294,1.51173,-0.120478
1.0789,1.50754,0.192045
1.30448,1.48043,0.359017
1.81337,1.43985,0.762595
2.04546,1.41074,0.895714
2.16251,1.416,0.950872
2.17909,1.43221,0.894879
2.21404,1.45145,0.854075
2.15161,1.46697,0.712341
2.11599,1.47574,0.623539
2.19427,1.47053,0.618557
2.47333,1.44886,0.772939
2.68866,1.43968,0.916599
2.85776,1.42838,1.01572
3.00865,1.41813,1.09373
3.10893,1.42253,1.09025
-3.0177,1.41019,1.15746
-2.73871,1.39155,1.29632
-2.62232,1.40153,1.29902
-2.52641,1.40073,1.2484
-2.47479,1.40668,1.21413
-2.34868,1.41168,1.24821
-2.23809,1.40277,1.23331
-2.28023,1.41626,1.08807
-2.43908,1.42302,0.863869
-2.74039,1.41297,0.445315
-2.91114,1.40421,0.185766
-2.91443,1.40659,0.0824443
-2.81774,1.40895,0.0781154
-2.78037,1.40581,0.0172045
-2.71611,1.39782,-0.00989791
-2.71233,1.39051,-0.0559501
-2.66108,1.39909,-0.0436698
-2.66111,1.40159,-0.0350779
-2.74734,1.39748,-0.0869879
-2.8199,1.40103,-0.0816918
-2.89182,1.41248,-0.0584596
-3.12259,1.42162,-0.132869
3.02817,1.41619,-0.170834
3.02864,1.40121,-0.0704783
2.92007,1.40758,-0.067816
2.84634,1.42175,-0.0257498
2.79978,1.44714,0.0483731
2.70413,1.4615,0.0452806
2.56786,1.46196,0.0108375
2.53343,1.43788,0.0610743
2.55273,1.42814,0.151458
2.44229,1.41772,0.208403
2.3935,1.4128,0.248467
2.38987,1.40224,0.328392
2.33588,1.40131,0.390092
2.26923,1.39514,0.447632
2.18019,1.39625,0.489928
2.05982,1.40154,0.474065
1.85881,1.40661,0.392539
1.80135,1.41255,0.437243
1.67772,1.41508,0.384995
1.48887,1.41887,0.272862
1.19643,1.42599,0.0974753
0.821668,1.42513,-0.132399
0.701921,1.42925,-0.187795
0.600509,1.44008,-0.215847
0.611175,1.45826,-0.141812
0.854415,1.45483,0.200976
0.934974,1.47391,0.476589
1.17856,1.47498,0.866438
1.297,1.4628,1.03006
1.14829,1.47183,0.970839
0.609656,1.50305,0.548839
-0.608289,1.49184,-0.505656
-0.924036,1.44491,-0.720074
-0.953513,1.4216,-0.687655
-0.935029,1.38333,-0.54556
-0.885657,1.36317,-0.384138
-0.658452,1.35105,-0.0787993
-0.47033,1.3399,0.176259
-0.347349,1.33503,0.410369
-0.352236,1.33403,0.504979
-0.463255,1.32739,0.517161
-0.593569,1.30613,0.46153
-0.740847,1.26838,0.432439
-0.798082,1.26062,0.448518
-0.835731,1.28178,0.468674
-0.853581,1.31715,0.538709
-0.859126,1.34715,0.626762
-0.991735,1.37681,0.600666
-1.23099,1.40195,0.455047
-1.63317,1.41609,0.168385
-1.88055,1.41419,0.00695775
-1.99677,1.42152,-0.00366301
-1.90604,1.43002,0.189986
-1.77866,1.4322,0.381867
-1.7803,1.43305,0.509663
-1.88912,1.43527,0.493741
-2.06065,1.44138,0.390307
-2.31725,1.45246,0.177916
-2.6176,1.45743,-0.0600997
-2.76747,1.45887,-0.169135
-2.89111,1.45729,-0.242753
-2.88466,1.46122,-0.187466
-2.79465,1.47622,-0.0363149
-2.59132,1.48504,0.239672
-2.4922,1.48418,0.394016
-2.60689,1.4808,0.312412
-2.7765,1.47677,0.177801
-2.78657,1.47676,0.190884
-2.78206,1.47853,0.21456
-2.78877,1.4816,0.218363
-2.79475,1.48592,0.209629
-2.77132,1.48933,0.227204
-2.72148,1.49184,0.262787
-2.63567,1.4923,0.317997
-2.39409,1.49813,0.49743
-2.12368,1.50161,0.705867
-1.75351,1.49969,0.982701
-1.57724,1.49821,1.08711
-1.62287,1.50986,0.934249
-1.92953,1.52431,0.546378
-2.31572,1.53241,0.00141204
-1.80479,1.54861,0.361502
-0.768876,1.5475,1.29683
-0.2153,1.52448,1.75065
-0.220567,1.50306,1.6412
-0.345137,1.49134,1.43649
-0.322832,1.47604,1.38269
-0.31128,1.46893,1.33823
-0.336131,1.45972,1.23339
-0.294738,1.4686,1.16363
-0.236569,1.50387,1.0884
-0.207507,1.54536,1.00322
-2.37296,1.55816,-1.3027
-2.79531,1.5473,-1.81678
-2.71473,1.53646,-1.83442
-2.7365,1.52716,-1.93041
-2.54783,1.52174,-1.82216
-2.18655,1.52258,-1.54443
-1.81285,1.51527,-1.25063
-1.49934,1.50951,-1.03521
-1.48313,1.51323,-1.05572
-1.51304,1.52075,-1.10005
-1.4851,1.52359,-1.12162
-1.33439,1.52064,-1.01952
-1.06177,1.51128,-0.808394
-0.817359,1.50428,-0.620178
-0.452607,1.49689,-0.332957
-0.283498,1.48351,-0.228705
-0.345931,1.48281,-0.337482
-0.380691,1.47093,-0.443773
-0.458596,1.44965,-0.600397
-0.673799,1.42805,-0.927102
-0.857996,1.42541,-1.19276
-0.836414,1.43501,-1.27403
-0.597382,1.45885,-1.14332
-0.454673,1.49223,-1.14341
-0.392665,1.5034,-1.24323
-0.6613,1.53044,-1.64509
-0.684683,1.52263,-1.76691
-0.253742,1.50945,-1.45869
0.129117,1.50796,-1.18604
0.368782,1.50454,-1.02244
0.957466,1.51807,-0.561716
1.93451,1.53539,0.294263
-2.88897,1.46558,1.54221
-2.66211,1.37001,1.54906
-2.57217,1.32828,1.47191
-2.27851,1.30641,1.55567
-2.09814,1.29521,1.61138
-2.03564,1.30051,1.55322
-2.03494,1.31222,1.44292
-2.07535,1.32815,1.33321
-2.18782,1.35316,1.14884
-2.25162,1.36851,1.01264
-2.37713,1.36588,0.789585
-2.56344,1.35609,0.482511
-2.68104,1.34273,0.269278
-2.76707,1.33444,0.0938072
-2.80836,1.33437,-0.00626867
-2.84135,1.33942,-0.0793569
-2.88251,1.33977,-0.136308
-2.90478,1.33684,-0.15725
-2.92468,1.33988,-0.154856
-2.95134,1.34115,-0.137281
-3.04664,1.35367,-0.0878658
-3.13747,1.35669,-0.0490426
3.06863,1.37629,0.0255654
2.99653,1.40091,0.101157
2.92266,1.39894,0.133631
2.87102,1.39049,0.220116
2.89033,1.39117,0.345065
3.0149,1.40984,0.63478
-3.11392,1.41146,0.889726
-2.88538,1.39829,1.2677
-2.83911,1.39517,1.42846
-2.77732,1.39881,1.64178
-2.84597,1.44368,1.75155
-2.93691,1.48446,1.78998
3.06577,1.51509,1.60549
2.58964,1.54013,1.20302
1.91697,1.54336,0.616109
1.31015,1.53621,0.0933752
1.06967,1.53126,-0.0818067
0.646735,1.51602,-0.391844
0.492732,1.49159,-0.386144
0.301592,1.48008,-0.428606
0.16843,1.48679,-0.342722
-0.034803,1.50196,-0.350896
-0.504713,1.50633,-0.635612
-0.990048,1.49214,-1.02396
-1.23256,1.45867,-1.14743
-1.23049,1.44408,-1.07567
-1.2187,1.44844,-1.01273
-1.25373,1.45584,-1.00654
-1.32648,1.46515,-1.07185
-1.37635,1.47762,-1.11242
-1.45472,1.5001,-1.13943
-1.60916,1.51475,-1.21344
-2.07843,1.52824,-1.45302
-2.6724,1.51849,-1.92793
-2.91837,1.51058,-2.12254
-3.05423,1.52902,-2.155
-2.05141,1.55177,-1.05767
-0.948389,1.52902,0.149842
-0.584717,1.52058,0.60264
0.0746782,1.49223,1.35148
0.246264,1.45452,1.5461
0.209536,1.45024,1.55142
-0.123515,1.48526,1.26763
-0.756192,1.49671,0.647227
-1.26778,1.47828,0.180384
-1.56869,1.46025,-0.0430202
-1.9113,1.45318,-0.326536
-2.06927,1.43038,-0.422403
-2.18326,1.40222,-0.463328
-2.27235,1.36303,-0.462822
-2.30954,1.34959,-0.440016
-2.39135,1.33869,-0.482771
-2.53985,1.31014,-0.552392
-2.66007,1.30411,-0.541566
-2.68542,1.31846,-0.462469
-2.6944,1.33355,-0.386408
-2.69252,1.35111,-0.270941
-2.67595,1.36726,-0.164417
-2.59296,1.39364,0.0325635
-2.55641,1.40459,0.166008
-2.56025,1.38945,0.23209
-2.64534,1.36971,0.210575
-2.80332,1.36881,0.111938
-2.9251,1.37842,0.0130292
-2.98958,1.39208,-0.049598
-2.98,1.40052,-0.0539416
-2.90481,1.41249,-0.00757481
-2.70114,1.42187,0.124698
-2.49671,1.42932,0.238613
-2.22796,1.44013,0.363201
-2.04098,1.45001,0.426868
-1.81285,1.45609,0.528841
-1.54345,1.45497,0.655925
-1.41398,1.44783,0.668232
-1.34105,1.43525,0.598964
-1.25864,1.42441,0.50541
-1.19476,1.42628,0.444429
-1.14864,1.42697,0.410319
-0.99752,1.4352,0.443351
-0.885428,1.43698,0.450963
-0.889033,1.44354,0.30514
-0.712723,1.43419,0.314435
-0.645042,1.4324,0.264231
-0.658515,1.42998,0.125751
-0.643974,1.43303,0.0504672
-0.866197,1.44277,-0.315118
-1.08167,1.46631,-0.641182
-1.22564,1.47858,-0.8762
-1.6437,1.4995,-1.44963
-1.67389,1.50933,-1.5343
-1.72605,1.51485,-1.61608
-1.82776,1.51728,-1.7336
-1.82988,1.53796,-1.78576
1.62719,1.56427,1.61771
1.41733,1.53634,1.37671
1.24545,1.52415,1.19278
1.18134,1.52608,1.11372
1.23559,1.53638,1.14254
1.16546,1.54223,1.0493
0.983156,1.53788,0.849976
1.15136,1.53707,1.01358
1.34289,1.53929,1.20476
1.55164,1.53976,1.40878
1.60117,1.53998,1.45675
1.47767,1.543,1.33078
1.4215,1.54649,1.27636
1.39925,1.55149,1.25819
1.46356,1.5535,1.32312
1.57824,1.55124,1.43899
1.57196,1.55072,1.43194
1.59062,1.55217,1.45023
1.69244,1.55577,1.55415
1.73884,1.55854,1.60571
1.68203,1.56081,1.55378
1.59292,1.56461,1.46594
1.58982,1.56634,1.46485
1.45233,1.56912,1.32862
-1.5799,1.5676,-1.70328
-1.84597,1.56453,-1.96851
-1.84761,1.56225,-1.96692
-1.79749,1.56025,-1.91366
-1.81926,1.55987,-1.93226
-1.85826,1.5582,-1.97067
-1.85861,1.55769,-1.97124
-1.8461,1.55775,-1.95876
-1.86627,1.55667,-1.97999
-2.03301,1.55459,-2.14442
-2.17548,1.55273,-2.27932
-2.34893,1.54918,-2.44596
-2.5104,1.54448,-2.60231
-2.68086,1.53477,-2.76678
-2.8038,1.53057,-2.88698
-2.91025,1.52805,-2.98657
-2.95042,1.52771,-3.02849
-2.99246,1.52671,-3.07011
-3.01823,1.52506,-3.0926
-3.05538,1.52369,-3.12658
-3.05446,1.52184,-3.12342
-3.09178,1.51827,3.12191
-3.1136,1.51607,3.10199
-3.12878,1.51516,3.08599
-3.12243,1.51437,3.09177
-3.12849,1.51252,3.08806
-3.10589,1.51227,3.11165
-3.08339,1.51145,3.13423
-3.08782,1.51022,3.13047
-3.09462,1.50961,3.12389
-3.11145,1.50839,3.10923
-3.09805,1.50786,3.12446
-3.10346,1.5069,3.12069
-3.10899,1.50646,3.11466
-3.12201,1.50557,3.10183
-3.12948,1.50565,3.0941
-3.13026,1.50503,3.09348
-3.13987,1.50467,3.08526
-3.13585,1.5045,3.08978
-3.12559,1.50452,3.10092
-3.11868,1.50443,3.10793
-3.12231,1.50354,3.10387
-3.13392,1.50379,3.09134
-3.12948,1.50406,3.09599
-3.13748,1.50352,3.08788
-3.1336,1.50291,3.09271
-3.13259,1.5022,3.09405
-3.12894,1.50283,3.09767
-3.11981,1.50355,3.10736
-3.1186,1.50364,3.10854
-3.1277,1.50336,3.09945
-3.12511,1.50389,3.10103
-3.12641,1.50451,3.09875
-3.13361,1.50441,3.09133
-3.12897,1.50397,3.09618
-3.12874,1.5037,3.09596
-3.12716,1.5038,3.09869
-3.12413,1.50433,3.10087
-3.1293,1.50592,3.09591
-3.11657,1.50655,3.10885
-3.12106,1.50602,3.10471
-3.11306,1.50506,3.11419
-3.11018,1.50453,3.11715
-3.11512,1.50488,3.11237
-3.10942,1.50639,3.11765
-3.10374,1.50648,3.12393
-3.1099,1.5056,3.11855
-3.10705,1.50507,3.12251
-3.10641,1.50462,3.1229
-3.09191,1.50497,3.13781
-3.0922,1.50435,3.138
-3.09414,1.50364,3.1354
-3.08697,1.50371,-3.14039
-3.08913,1.50398,3.14027
-3.08665,1.50442,-3.14006
-3.08152,1.50433,-3.13447
-3.0832,1.50389,-3.13518
-3.08323,1.50433,-3.13582
-3.08905,1.50346,3.14148
-3.0928,1.50337,3.13678
-3.09477,1.50284,3.13512
-3.09648,1.50302,3.13272
-3.09312,1.50284,3.13743
-3.08564,1.5031,-3.13792
-3.08186,1.50247,-3.13302
-3.07935,1.50193,-3.13043
-3.08472,1.50221,-3.13647
-3.08976,1.50257,-3.14152
-3.08685,1.50248,-3.13795
-3.08642,1.50222,-3.13678
-3.08516,1.50186,-3.13494
-3.07565,1.50299,-3.12548
-3.07234,1.50263,-3.12179
-3.06904,1.50253,-3.11766
-3.06405,1.50251,-3.11274
-3.06118,1.50242,-3.10921
-3.05276,1.50274,-3.10063
-3.05181,1.50202,-3.09903
-3.04471,1.50217,-3.09223
-3.03783,1.50257,-3.08538
-3.03215,1.50237,-3.07939
-3.02658,1.5026,-3.07327
-3.01849,1.50326,-3.06441
-3.01573,1.50306,-3.06148
-3.01147,1.50312,-3.05712
-3.01181,1.50321,-3.05713
-3.00737,1.50381,-3.05288
-3.01286,1.50385,-3.05847
-3.01074,1.50383,-3.05655
-3.00831,1.50372,-3.05362
-3.01842,1.50335,-3.06384
-3.01448,1.5035,-3.05948
-3.01826,1.50353,-3.06372
-3.00705,1.50372,-3.05187
-2.998,1.50382,-3.04246
-2.99586,1.50318,-3.03953
-2.99866,1.50329,-3.043
-3.00275,1.50341,-3.04722
-3.00703,1.50336,-3.0516
-3.00842,1.50364,-3.05319
-3.00506,1.50361,-3.04953
-3.006,1.50353,-3.05027
-3.00538,1.5037,-3.04953
-3.00674,1.50362,-3.05085
-3.01709,1.50388,-3.06127
-3.01459,1.50511,-3.05958
-3.02249,1.50596,-3.06738
-3.0267,1.5067,-3.07151
-3.02591,1.50919,-3.07177
-3.04004,1.51451,-3.08768
-3.04441,1.52305,-3.09394
-3.03257,1.54687,-3.08455
