yaw,pitch,roll,yawt,pitcht,rollt
1.035625235,-0.110443003,0.214572021,2.512552518,0.440126684,0.77478296
1.08959202,-0.158923299,0.234985089,2.469247408,0.444268244,0.817859677
1.057348824,-0.175603949,0.257800634,2.438986845,0.491678257,0.868341539
1.148403697,-0.189390656,0.281813508,2.448247118,0.582256233,0.891320652
1.257079881,-0.209364457,0.295233634,2.467258577,0.608607897,0.89207661
1.309693021,-0.191848755,0.278267075,2.44403274,0.540890909,0.939368537
1.247136791,-0.15148193,0.302053182,2.385661617,0.482149427,0.93902559
0.907892227,-0.126477691,0.309163952,2.276767848,0.491699413,0.932586977
0.813350301,-0.075883287,0.292936577,2.168337258,0.460870314,0.898809442
0.77026784,-0.044504302,0.273190154,2.13805324,0.434930393,0.881078398
0.6730708,-0.004009493,0.246247784,2.192984562,0.361953336,0.900182614
0.575924101,0.028146776,0.221473502,2.300745157,0.37214296,0.957608208
0.614456881,0.055343317,0.209536031,2.425047107,0.484564949,0.958789596
0.440448834,0.085765842,0.186950566,2.542758042,0.534217638,0.94385924
0.556958483,0.11444923,0.168234487,2.621922991,0.513734491,0.871327314
0.651029774,0.076752866,0.147514817,2.635603072,0.517904544,0.840163079
0.672104543,0.063870171,0.142992683,2.582647808,0.509180941,0.812962484
0.803139553,0.04888341,0.136924242,2.48587393,0.567457932,0.771037912
1.097940944,0.077870918,0.110876075,2.389030257,0.617762438,0.716648187
1.278408593,0.12453458,0.078906066,2.392307488,0.594180004,0.688096835
1.533201154,0.206573774,-0.020958975,2.429257197,0.53794659,0.68799165
1.463063321,0.340655116,-0.117751534,2.521674125,0.517106117,0.698051857
1.631828835,0.508950078,-0.242877294,2.601621731,0.525207018,0.653401728
1.914518174,0.633449992,-0.398545993,2.635295541,0.56397706,0.635315238
2.163977638,0.778633572,-0.547910891,2.701017814,0.58907669,0.691599149
2.355369617,0.872623177,-0.689894352,2.872990931,0.599561351,0.777796964
2.771452785,0.935975467,-0.811349963,3.017709805,0.68480754,0.930676441
3.314250743,0.948426954,-0.862533148,3.143809478,0.884011581,1.150037956
3.75787142,0.929491053,-0.909534758,3.28192002,1.146525407,1.383862874
3.853844567,0.895084385,-0.981704487,3.584053978,1.367871184,1.565271674
4.178314845,0.854596667,-1.087457247,4.076571492,1.504436796,1.620915087
4.193872991,0.774856617,-1.148966783,4.721879897,1.625066472,1.593906451
4.333023005,0.699173806,-1.201570954,5.56803387,1.761651387,1.495790461
4.267000931,0.638326196,-1.245658148,6.721721891,1.788074855,1.248204139
4.414915604,0.545299887,-1.352047194,8.270511344,1.679201807,0.862040407
4.957329181,0.378232842,-1.466422064,10.23211342,1.474545717,0.370959028
5.435004585,0.252387616,-1.46499358,12.58679141,1.215758628,-0.164564436
5.272436701,0.091894741,-1.381319811,15.30691636,0.942282615,-0.74146465
5.814417907,-0.046257117,-1.350383414,18.27153805,0.606544162,-1.383602081
7.066313798,-0.263779162,-1.369193815,21.42600092,0.12303534,-1.968035122
8.757559783,-0.474104842,-1.394884763,24.65493157,-0.410585669,-2.490154051
11.73753824,-0.654712515,-1.495805601,27.843659,-0.92312717,-2.957870379
15.40181923,-0.701476466,-1.554139032,30.95308737,-1.463662179,-3.324071019
18.33499837,-0.706408278,-1.549087617,33.82946411,-2.033763001,-3.568184835
21.4781811,-0.555006373,-1.539290857,36.39702729,-2.599421588,-3.615437348
23.93864231,-0.215682122,-1.430936168,38.61106702,-3.086228832,-3.462657545
25.77882449,0.303422885,-1.286539924,40.36754024,-3.366195851,-3.214018098
27.41911297,0.822882161,-1.216876443,41.69277433,-3.436093936,-2.843614838
26.87359215,1.40144371,-0.971486193,42.55656564,-3.285214995,-2.366149713
24.93226046,2.083265058,-0.654645285,42.96197956,-2.903525883,-1.820041372
24.33167316,2.696482061,-0.555012008,43.01013399,-2.317616263,-1.224472659
23.38444449,3.30046637,-0.45853067,42.74480431,-1.592408552,-0.650063396
24.91873607,3.6869209,-0.819547586,42.25018408,-0.805350483,-0.119726596
26.07792702,3.786652669,-1.047702603,41.63109262,-0.0688283,0.369039515
26.85897863,3.806464367,-1.075458222,40.93008671,0.573865307,0.719046363
28.72065721,3.757119014,-1.161095232,40.18663496,1.02892799,0.944719356
31.27513083,3.456382467,-1.265288111,39.45499266,1.330426636,1.087908955
33.8963363,3.077726592,-1.295709592,38.6977212,1.461551403,1.160963967
36.55048798,2.594842836,-1.328898924,37.88868725,1.440982891,1.167150861
35.6175493,1.987409531,-0.875399661,37.02559291,1.306048336,1.119542715
33.26345569,1.456382614,-0.488072888,36.04642796,1.110972955,1.030407297
31.20368881,1.879508935,-0.74269289,34.8703628,0.92578104,1.001335166
28.39374488,2.912236519,-1.225165784,33.47110495,0.875889028,1.056055953
24.85039198,4.045612043,-1.729413591,31.77449729,0.973294252,1.150655055
22.39394497,4.127361305,-1.611701047,29.72645501,1.269383416,1.198170443
19.82920447,3.892999543,-1.183737628,27.3885048,1.791908692,1.218271891
17.64542489,3.839611778,-1.002327067,24.81602777,2.494360819,1.194773246
16.84484982,3.915723945,-0.926199027,22.06649518,3.321927321,1.104343245
15.63355771,3.124385684,-0.369490766,19.31123109,4.216994249,1.009425166
14.19698689,1.884326397,0.348093061,16.56610449,5.049808096,0.84216685
13.12599451,0.743102039,0.920356086,13.95769964,5.666303707,0.663817537
10.7418354,0.862423655,0.84864798,11.67051902,6.014459394,0.578092827
8.203326682,1.305337203,0.459254094,9.683618746,6.059012122,0.529054819
6.202553337,1.68240797,0.189484497,7.986447139,5.825374384,0.548141348
4.308719225,1.95428566,-0.012874817,6.590507664,5.348610082,0.662398935
2.586280465,2.04296882,-0.157029751,5.432349074,4.636041022,0.799217497
1.537445515,1.817818575,-0.188841781,4.555857512,3.769633118,0.977451176
0.987122141,1.376863525,-0.119899279,3.882308195,2.881219434,1.117141093
0.742242477,0.540078785,0.107378099,3.338363745,2.010507177,1.187633605
1.116618074,-0.312437631,0.33927452,2.968513867,1.164960329,1.277339937
1.789276044,-1.109285575,0.587046162,2.727330742,0.457462218,1.362947681
2.46668123,-1.837910612,0.850587323,2.52693113,-0.069244047,1.413944786
3.056206153,-2.343126969,1.059714977,2.31513269,-0.439586797,1.46937727
3.107876997,-2.580461689,1.207941442,2.068767957,-0.651335374,1.545907015
2.922092725,-2.713260971,1.369317195,1.78629611,-0.779977965,1.613188247
2.296716983,-2.59890255,1.414780036,1.445946358,-0.800722099,1.690758581
1.450508667,-2.430585287,1.463278744,1.065056071,-0.656676902,1.756647271
0.60479615,-2.2427309,1.471302825,0.744049812,-0.452487065,1.814872299
-0.050091042,-2.021722722,1.428658292,0.540881737,-0.273481339,1.811063959
-0.306087015,-1.815612036,1.409783555,0.370715572,-0.144715418,1.699507295
-0.108913803,-1.653917635,1.393089961,0.223271165,0.006745087,1.534813356
0.275327308,-1.424905164,1.317075342,0.146966995,0.178975505,1.462154595
0.724160328,-1.131943185,1.193592421,0.243845544,0.29894572,1.461821402
1.399506414,-0.859751099,1.004152239,0.433854842,0.321493994,1.475379799
1.907428055,-0.616623969,0.848607824,0.647957327,0.299911255,1.477978469
2.40281595,-0.394029071,0.688101859,0.901671354,0.244671194,1.484015171
2.79322557,-0.244511526,0.544902293,1.211008774,0.189757183,1.506447955
2.955572155,-0.175265822,0.422949396,1.505883145,0.04331611,1.522848121
2.932164331,-0.227383744,0.382919928,1.739631738,-0.065681496,1.488678358
2.465004978,-0.292657504,0.369356782,1.92674427,-0.034239011,1.453857601
2.034005181,-0.297992585,0.348261137,2.078388302,0.123292019,1.405937447
1.573133108,-0.270483235,0.318532058,2.102134847,0.287054476,1.309788444
1.242897817,-0.206483123,0.264561075,2.008916242,0.435487143,1.27406343
0.965704527,-0.133729425,0.191296791,1.873666692,0.621246479,1.295618864
0.57910531,-0.003832825,0.124722675,1.731641834,0.848318733,1.326304604
0.418392855,0.185155816,-0.035071809,1.595011831,1.040481156,1.350679432
0.536871673,0.295886011,-0.171225798,1.458718132,1.119095196,1.362027499
0.72797112,0.287111371,-0.267791183,1.361020254,1.059940005,1.356999651
1.030898815,0.247973218,-0.336945973,1.333262024,0.970933843,1.344107946
1.234461201,0.229838555,-0.381133376,1.397175247,0.914016051,1.33295025
1.484686127,0.248511921,-0.423698742,1.520864257,0.835477861,1.312834019
1.669414388,0.277529331,-0.449936489,1.763672317,0.734439252,1.339844903
1.57960976,0.258139328,-0.414541757,2.140083557,0.606401387,1.342513079
1.244193571,0.240510633,-0.32429465,2.509589435,0.479193181,1.267213115
0.965897997,0.260277515,-0.237507822,2.735119552,0.365350834,1.146386355
0.881666474,0.248158853,-0.161528712,2.837839254,0.247971558,1.06728343
0.686277631,0.215066703,-0.059265668,2.883252574,0.144283477,0.994850788
0.252595005,0.142791403,0.043631093,2.974909805,0.079074886,0.956360547
0.11535457,0.040969115,0.113075817,3.011487942,0.066718575,0.91642438
0.029621794,-0.036025178,0.181395255,2.918219974,0.102283496,0.934091275
0.047780651,-0.076016153,0.204227086,2.773213624,0.187538792,1.004288726
-0.21292652,-0.100018334,0.236644111,2.675664225,0.310798071,1.084829342
-0.506616816,-0.11067635,0.255260585,2.577324248,0.407020306,1.121965661
-0.714599346,-0.106836584,0.270871105,2.360300121,0.479043148,1.138012188
-0.789491189,-0.094272133,0.271383422,1.993689485,0.547608097,1.16732502
-0.840021503,-0.092346737,0.268807425,1.62008632,0.578080175,1.181395793
-0.837395632,-0.070601301,0.243839004,1.34375949,0.592632953,1.187884659
-0.639630557,-0.04480458,0.219211,1.17668088,0.606980911,1.231299339
-0.426671239,-0.011257774,0.203990866,1.123426928,0.639395655,1.308152054
-0.284648672,0.03161975,0.197328118,1.164789881,0.665893372,1.360949184
-0.243963707,0.021999851,0.181665536,1.285810824,0.689828591,1.403096356
-0.306320376,-0.006957539,0.195427721,1.487513154,0.688135162,1.413925654
-0.27901048,-0.060377294,0.217649239,1.788436575,0.727536649,1.485406913
-0.234361382,-0.14094772,0.262587895,2.138231678,0.768237704,1.549689155
-0.220741726,-0.211298815,0.302257544,2.46462595,0.736658281,1.503790914
-0.118186336,-0.288465054,0.329737825,2.763194745,0.672130594,1.431281283
-0.045766797,-0.335910746,0.364255521,3.063934062,0.635688314,1.400317398
0.08265972,-0.377941429,0.395804486,3.29857638,0.554794861,1.33249323
0.168505444,-0.393977643,0.412471972,3.440123535,0.478845107,1.287389031
0.085932931,-0.361266509,0.424977007,3.450001781,0.380149572,1.202205733
-0.091983469,-0.318159334,0.415068091,3.344248054,0.26459287,1.096810973
