yaw,pitch,roll
2.868716069,0.511727846,0.644664339
2.878981611,0.485177685,0.665940533
2.919060112,0.497138507,0.733621925
2.876396782,0.522630035,0.777332709
2.790648675,0.533973968,0.843495514
2.610351067,0.546876054,0.903508972
2.393553255,0.561123886,0.96265812
2.343019962,0.58093393,1.006277377
2.412435181,0.587608111,1.038968462
2.372113958,0.52958539,0.994741015
2.351370632,0.485039813,0.999895583
2.369986561,0.44881454,0.980534743
2.340524758,0.425318824,0.928271426
2.272144037,0.454200856,0.832447845
2.197744909,0.475906489,0.774420782
2.142934098,0.43004043,0.780860851
2.138172984,0.436355283,0.82467832
2.104732091,0.490224375,0.860796921
2.119178542,0.575363818,0.890601284
2.136382428,0.588618413,0.890632265
2.095455642,0.512147535,0.951748335
1.997538048,0.45936766,0.949654668
1.870007794,0.494220897,0.934093058
1.762373448,0.450727395,0.879914568
1.759033462,0.418436372,0.862708341
1.842360634,0.33378687,0.875198289
1.983943347,0.343952288,0.928235026
2.114534484,0.46209694,0.916651266
2.238216959,0.503389825,0.902516823
2.289738098,0.463217548,0.828459065
2.298872174,0.475441747,0.813621416
2.227005977,0.472532142,0.795588674
2.094607421,0.54589716,0.746700279
1.987758301,0.598673077,0.695258858
1.985736819,0.566379992,0.669697688
2.026451628,0.529662643,0.682608218
2.100865971,0.534489349,0.684836248
2.133939884,0.555767941,0.651756427
2.122902009,0.605039119,0.655584162
2.195922768,0.635263564,0.734815865
2.374446558,0.653636826,0.818292887
2.527151087,0.749532266,0.984770869
2.634424348,0.9478981,1.202295931
2.787892309,1.20680635,1.441698547
3.110097565,1.413316853,1.603917554
3.616192434,1.533806391,1.629024246
4.226223419,1.655513287,1.587861029
5.027548955,1.796963282,1.489291934
6.144416088,1.818488569,1.22547345
7.672297593,1.708459171,0.825585281
9.617011047,1.50248263,0.324944331
11.95186931,1.242511876,-0.218718118
14.6597769,0.964368827,-0.806641448
17.6216904,0.613413592,-1.462730633
20.77924056,0.10094942,-2.051306947
24.01271021,-0.457557397,-2.569904263
27.20449372,-1.001200369,-3.034794235
30.32035037,-1.576541923,-3.391430601
33.20965903,-2.181116851,-3.617233218
35.7884831,-2.777242149,-3.638535421
38.01649317,-3.285676006,-3.455902394
39.78402394,-3.574865011,-3.187052453
41.11986288,-3.647183328,-2.801966639
41.99786002,-3.489478298,-2.307922148
42.41272688,-3.096351136,-1.751114536
42.46870729,-2.495786575,-1.152236197
42.2067681,-1.755539331,-0.581712308
41.71384125,-0.953372628,-0.060167371
41.09464586,-0.202554489,0.424306585
40.4019494,0.457102929,0.772477488
39.66799521,0.927284457,0.994939465
38.94825336,1.243950227,1.133861368
38.2051606,1.384126322,1.201797256
37.41208644,1.372489435,1.203577274
36.56626031,1.245915334,1.152671157
35.61173724,1.057763818,1.062010737
34.4672486,0.876919952,1.02741246
33.10021229,0.839467675,1.079385055
31.43522861,0.956773284,1.171206057
29.40984644,1.289525471,1.205008518
27.092334,1.84929608,1.21128791
24.54311126,2.591845422,1.178554576
21.80141971,3.459074675,1.069493113
19.04451594,4.390392675,0.968391243
16.26974417,5.244003641,0.7804717
13.62705146,5.856395923,0.59198306
11.30766354,6.182069251,0.505265489
9.290063759,6.201273249,0.457890967
7.559817191,5.936576585,0.477449538
6.140409944,5.426475829,0.59940869
4.953968662,4.680464719,0.737074608
4.074574437,3.787483126,0.92966617
3.401211158,2.888412237,1.075855829
2.862481844,2.012945812,1.156821232
2.494958329,1.162827659,1.256316872
2.263660252,0.459924597,1.348664965
2.061278138,-0.064649571,1.405544405
1.844181025,-0.431529813,1.467794333
1.588441377,-0.640523078,1.546886532
1.292139244,-0.772416076,1.609038684
0.936562928,-0.78560387,1.693115113
0.578264728,-0.612823559,1.780534502
0.280848182,-0.398958374,1.842302277
0.107132858,-0.233430748,1.813961978
-0.066045793,-0.112446913,1.685564159
-0.215779439,0.051833445,1.52016649
-0.251454263,0.226764541,1.474590779
-0.104717785,0.326017551,1.470388832
0.117020691,0.314675128,1.464778837
0.369868554,0.268142512,1.456081539
0.663955927,0.212945934,1.464236792
0.999263997,0.136887238,1.463706224
1.317292674,-0.041742964,1.460512952
1.533018329,-0.148965337,1.404551172
1.702910607,-0.095723736,1.374869937
1.811640088,0.063475775,1.321820012
1.765281629,0.249106558,1.231219598
1.610501487,0.400396367,1.205306391
1.458131992,0.61248307,1.255321478
1.290489157,0.861008455,1.310457783
1.143953344,1.055530166,1.337756583
1.004293185,1.124904512,1.342565405
0.920532151,1.062665239,1.330280587
0.925634761,0.957165555,1.312736027
1.030107289,0.901520287,1.30450926
1.167740599,0.816623117,1.28190308
1.445278624,0.71276715,1.30432582
1.825123394,0.579898359,1.301023896
2.178778292,0.446449048,1.215353699
2.358657752,0.338020777,1.105038064
2.430874398,0.226454057,1.036862497
2.459252787,0.135533303,0.974314644
2.570750831,0.074824189,0.943422717
2.600062319,0.065779085,0.911202728
2.512840704,0.096484488,0.924522554
2.386652758,0.191622852,1.009385126
2.289746151,0.311629661,1.084476003
2.165118652,0.403529241,1.11584831
1.895224148,0.475231044,1.1386098
1.472990947,0.563901427,1.192804328
1.096671441,0.585760322,1.193922492
0.869494671,0.616438871,1.218697393
0.746799855,0.63085702,1.261997897
0.779222982,0.663827244,1.332264329
0.884930838,0.675696902,1.350475638
1.048575191,0.695873577,1.387965185
1.332674078,0.68494398,1.39466739
1.690429435,0.733246135,1.484778941
2.051051455,0.757124615,1.53348736
2.373370802,0.714053368,1.470439527
2.617287188,0.648899904,1.398876325
2.875066531,0.622947387,1.398326442
3.075554619,0.536768155,1.326706653
3.144223519,0.456618358,1.275301642
3.094622131,0.351449336,1.173186566
2.934046668,0.24111103,1.071503368
2.701535189,0.218171174,1.054932693
2.410103941,0.231691961,1.030286424
2.118616272,0.305579831,1.023864759
1.927844001,0.355027721,1.063750083
1.911149739,0.399136193,1.073905326
1.980346464,0.407132858,1.076775933
2.019782651,0.437727638,1.128697167
2.001953668,0.426252491,1.182610604
1.947219954,0.381071772,1.201881524
1.897000549,0.29419872,1.218448202
1.861950734,0.25800033,1.237566166
1.790469334,0.269362484,1.318946299
1.693684325,0.320943076,1.331210048
1.742271765,0.360572738,1.289998629
1.908696418,0.395366582,1.246502329
2.058304415,0.445558728,1.251133456
2.109075559,0.503506153,1.262539168
2.089066541,0.596612019,1.274638057
1.955245939,0.573064683,1.130964521
1.775570788,0.51823271,1.0764878
1.556831158,0.478536307,1.067838423
1.387607415,0.469904699,1.077927739
1.410721245,0.461129661,1.100550179
1.555891139,0.408354333,1.089749441
1.724513822,0.339381808,1.10005999
1.982152774,0.339256431,1.181330017
2.355652187,0.381358351,1.271370241
2.771120512,0.404658661,1.29158512
3.084097861,0.401978364,1.246790081
3.265364708,0.418783618,1.23717749
3.417354862,0.432294447,1.263057256
3.500326169,0.432788089,1.212090977
3.456659875,0.432483232,1.194125509
3.218550355,0.382494405,1.14096892
2.788906582,0.366069172,1.117764687
2.375810108,0.366452966,1.153343199
2.088246042,0.347067221,1.175596339
1.886215468,0.310861336,1.160111365
1.872261369,0.257082131,1.196096073
2.030659195,0.226712206,1.156484387
2.271684284,0.250067701,1.07074699
2.514335088,0.218609373,0.975296832
2.703231391,0.169553258,0.881456517
2.897817329,0.118534728,0.776778599
3.107347208,0.103493123,0.677962755
3.266396464,0.097656224,0.536388069
3.369003997,0.072161351,0.451851489
3.454792482,0.007028882,0.396979137
3.611158984,-0.010803962,0.371956147
3.769364238,-0.036851247,0.305853293
3.792563277,-0.054218551,0.270383178
3.657397848,-0.068742092,0.281482838
3.453097471,-0.05458951,0.384574526
3.297194231,-0.044869794,0.500850781
3.272458189,-0.015218511,0.642574318
3.278391734,-0.004898285,0.74596037
3.239339087,0.002781726,0.826221879
3.145304759,-0.001201683,0.849306632
3.026089707,0.021801695,0.89765857
2.845300028,0.050432134,0.919906648
2.553846978,0.11327365,0.890645422
2.186161539,0.162836698,0.829170183
1.883922582,0.241767142,0.851286338
1.698457785,0.315802688,0.91554658
1.655058182,0.408273724,0.968405527
1.745091189,0.420918882,0.964863288
1.912946371,0.430310661,0.946625222
2.081930827,0.424930924,0.942553231
2.155700564,0.428397851,0.983619585
